"genes"	"logFC"	"adj.P.Val"
"ENSG00000000003"	"ENSG00000000003"	0.261474950604986	0.0887275414235638
"ENSG00000000419"	"ENSG00000000419"	0.204943180078089	0.190135335139733
"ENSG00000000457"	"ENSG00000000457"	-0.200853548166641	0.158011807039425
"ENSG00000000460"	"ENSG00000000460"	0.465017319603617	0.0037572922914272
"ENSG00000001036"	"ENSG00000001036"	0.214976801566518	0.226405090931402
"ENSG00000001084"	"ENSG00000001084"	-0.327382897027742	0.00239676395176214
"ENSG00000001167"	"ENSG00000001167"	0.295297284304497	0.0981795132026023
"ENSG00000001461"	"ENSG00000001461"	-0.709069409292758	0.0726321171812719
"ENSG00000001497"	"ENSG00000001497"	0.344661565328758	0.000551208038816344
"ENSG00000001561"	"ENSG00000001561"	-0.641266074099724	0.00459325048590351
"ENSG00000001617"	"ENSG00000001617"	0.148704368726612	0.606359077210517
"ENSG00000001629"	"ENSG00000001629"	-0.0192699454890013	0.912725477229315
"ENSG00000001630"	"ENSG00000001630"	-0.13249636007983	0.64513532367071
"ENSG00000001631"	"ENSG00000001631"	0.122076099513091	0.388074281993804
"ENSG00000002330"	"ENSG00000002330"	-0.830575592956366	0.000120768533931361
"ENSG00000002549"	"ENSG00000002549"	0.965525206551294	2.27286887544741e-10
"ENSG00000002822"	"ENSG00000002822"	-0.391545322756013	0.014917011804701
"ENSG00000002834"	"ENSG00000002834"	-0.499635690098655	0.00670132389318203
"ENSG00000002919"	"ENSG00000002919"	0.0531244395497659	0.597223159994283
"ENSG00000003056"	"ENSG00000003056"	0.703162056468612	5.84444087086441e-07
"ENSG00000003096"	"ENSG00000003096"	0.0728806689531396	0.790943527733904
"ENSG00000003147"	"ENSG00000003147"	-0.155352388897999	0.787423525787915
"ENSG00000003393"	"ENSG00000003393"	-0.587828758904196	1.1936419373593e-05
"ENSG00000003400"	"ENSG00000003400"	-0.678409331419927	0.00653016893875695
"ENSG00000003402"	"ENSG00000003402"	-2.28326938933271	1.14364814764019e-11
"ENSG00000003509"	"ENSG00000003509"	0.505462196243012	0.0960861008909219
"ENSG00000003756"	"ENSG00000003756"	-0.108108935347858	0.590292714796464
"ENSG00000003989"	"ENSG00000003989"	-2.32667647404182	0.000466855676445973
"ENSG00000004059"	"ENSG00000004059"	-0.241749132711782	0.170887383835641
"ENSG00000004142"	"ENSG00000004142"	0.43336878883995	0.000261023697650834
"ENSG00000004399"	"ENSG00000004399"	0.00261229495560844	0.996190091937808
"ENSG00000004455"	"ENSG00000004455"	0.70639627479197	9.94735958726168e-07
"ENSG00000004478"	"ENSG00000004478"	0.521104809722078	0.00563357121620844
"ENSG00000004487"	"ENSG00000004487"	0.519568280644444	2.4267968356497e-05
"ENSG00000004534"	"ENSG00000004534"	0.128748974963935	0.500446843334938
"ENSG00000004660"	"ENSG00000004660"	-1.0716343283716	0.00293036874008221
"ENSG00000004700"	"ENSG00000004700"	-0.0348167736307445	0.802113088661728
"ENSG00000004766"	"ENSG00000004766"	0.38396087465493	0.0475633338890411
"ENSG00000004777"	"ENSG00000004777"	-0.554563534681907	0.0927054184492151
"ENSG00000004779"	"ENSG00000004779"	0.260455524378101	0.0913694557211846
"ENSG00000004864"	"ENSG00000004864"	-0.129761267975189	0.362268219856597
"ENSG00000004866"	"ENSG00000004866"	0.983870320162977	9.94735958726168e-07
"ENSG00000004897"	"ENSG00000004897"	-0.242574699896574	0.0190760700027193
"ENSG00000004948"	"ENSG00000004948"	-1.20999695728471	0.00410836970708275
"ENSG00000004961"	"ENSG00000004961"	0.349607731288448	0.00390776059358812
"ENSG00000004975"	"ENSG00000004975"	-0.459845233486159	0.000107869664829528
"ENSG00000005007"	"ENSG00000005007"	0.191926532538998	0.0596308039369703
"ENSG00000005020"	"ENSG00000005020"	0.321846808914593	0.241306407597802
"ENSG00000005022"	"ENSG00000005022"	0.259835035571342	0.142153955330031
"ENSG00000005059"	"ENSG00000005059"	1.06715731511532	0.000175691528988495
"ENSG00000005075"	"ENSG00000005075"	0.0387420730818269	0.842749754785425
"ENSG00000005100"	"ENSG00000005100"	0.706867290521459	0.0169845628665587
"ENSG00000005156"	"ENSG00000005156"	-0.0106658498419838	0.940199921231202
"ENSG00000005175"	"ENSG00000005175"	0.383660669017054	0.00090026008891225
"ENSG00000005187"	"ENSG00000005187"	0.214407157847869	0.273011699453635
"ENSG00000005189"	"ENSG00000005189"	-0.0603463864516378	0.756953834988833
"ENSG00000005206"	"ENSG00000005206"	-0.263945094858958	0.277435850096396
"ENSG00000005238"	"ENSG00000005238"	-0.616150023587094	0.00340135687160222
"ENSG00000005249"	"ENSG00000005249"	0.13179210036206	0.757473644358837
"ENSG00000005302"	"ENSG00000005302"	0.0669062418688817	0.687961358405681
"ENSG00000005339"	"ENSG00000005339"	-0.0291862676200854	0.956327968377571
"ENSG00000005379"	"ENSG00000005379"	-1.56585055183611	0.00766267817220422
"ENSG00000005436"	"ENSG00000005436"	0.580065250217499	7.85457394881615e-05
"ENSG00000005448"	"ENSG00000005448"	-0.695393561980217	0.00267943601395419
"ENSG00000005469"	"ENSG00000005469"	-1.19845327974198	0.000189915244543382
"ENSG00000005483"	"ENSG00000005483"	-0.0871389611986242	0.619599108977558
"ENSG00000005486"	"ENSG00000005486"	-0.635291890558097	0.000574865366378247
"ENSG00000005700"	"ENSG00000005700"	-0.690490586371678	1.64858256295413e-07
"ENSG00000005801"	"ENSG00000005801"	0.257915934586778	0.0654957759162808
"ENSG00000005810"	"ENSG00000005810"	0.238895978114862	0.330242866973397
"ENSG00000005812"	"ENSG00000005812"	-0.336734319368673	0.0393147783910373
"ENSG00000005882"	"ENSG00000005882"	-1.03244316850562	0.000819133140664987
"ENSG00000005884"	"ENSG00000005884"	-0.576160200491565	0.472176190977701
"ENSG00000005889"	"ENSG00000005889"	0.164046695107444	0.574712743536032
"ENSG00000005893"	"ENSG00000005893"	0.232263092020447	0.132789495116877
"ENSG00000005955"	"ENSG00000005955"	-0.138169630485073	0.237118280227805
"ENSG00000006007"	"ENSG00000006007"	-0.21168518195365	0.144094273101863
"ENSG00000006015"	"ENSG00000006015"	-0.18641016710548	0.436760374710119
"ENSG00000006016"	"ENSG00000006016"	0.461416337980153	0.453592360092815
"ENSG00000006025"	"ENSG00000006025"	0.403922779902999	0.159283731740004
"ENSG00000006042"	"ENSG00000006042"	-0.336926317638255	0.161716630255595
"ENSG00000006062"	"ENSG00000006062"	-0.131551047731776	0.664163995236689
"ENSG00000006114"	"ENSG00000006114"	-0.316109181293441	0.0621443328121801
"ENSG00000006118"	"ENSG00000006118"	-0.108732576527864	0.521550221459228
"ENSG00000006125"	"ENSG00000006125"	-0.17836857514433	0.127490374805538
"ENSG00000006194"	"ENSG00000006194"	0.205363134496091	0.0833167321335533
"ENSG00000006282"	"ENSG00000006282"	-0.543905883504963	0.0317259950736338
"ENSG00000006327"	"ENSG00000006327"	0.0778212553754498	0.814742267711706
"ENSG00000006432"	"ENSG00000006432"	-0.949682143710588	0.0167828021234113
"ENSG00000006451"	"ENSG00000006451"	-0.0222582911299991	0.899057987593299
"ENSG00000006453"	"ENSG00000006453"	0.0039560808261685	0.987046040609755
"ENSG00000006459"	"ENSG00000006459"	-0.229839180255902	0.322560233203885
"ENSG00000006468"	"ENSG00000006468"	0.483622805291234	0.0111707410452123
"ENSG00000006530"	"ENSG00000006530"	0.317204328307889	0.00054349940502318
"ENSG00000006576"	"ENSG00000006576"	0.303246031715716	0.0323687508150459
"ENSG00000006607"	"ENSG00000006607"	-0.0733880238853546	0.794421553102906
"ENSG00000006625"	"ENSG00000006625"	1.05735943904728	2.04445462331056e-05
"ENSG00000006634"	"ENSG00000006634"	0.548704838475222	0.00153422737630479
"ENSG00000006652"	"ENSG00000006652"	0.15329794446941	0.470847687186276
"ENSG00000006695"	"ENSG00000006695"	0.768779264221554	3.64762117575102e-08
"ENSG00000006704"	"ENSG00000006704"	-0.445723496778869	0.000203827477598048
"ENSG00000006712"	"ENSG00000006712"	0.199898920354141	0.0295896494690747
"ENSG00000006715"	"ENSG00000006715"	-0.0828898727552758	0.55250877694396
"ENSG00000006740"	"ENSG00000006740"	0.0884566540766931	0.676627688265574
"ENSG00000006744"	"ENSG00000006744"	0.367700389603556	0.000175817167259402
"ENSG00000006757"	"ENSG00000006757"	-0.359560870367235	0.0996910695513681
"ENSG00000006831"	"ENSG00000006831"	-0.108261618962712	0.368368265843648
"ENSG00000006837"	"ENSG00000006837"	0.349691047458776	0.00529022048215084
"ENSG00000007047"	"ENSG00000007047"	-0.211329901755417	0.190590633361655
"ENSG00000007062"	"ENSG00000007062"	0.230871637057135	0.289857393466261
"ENSG00000007080"	"ENSG00000007080"	-0.227550616260928	0.207023071266701
"ENSG00000007168"	"ENSG00000007168"	0.192045556894226	0.0287326682071265
"ENSG00000007202"	"ENSG00000007202"	0.197484331149258	0.229571253980751
"ENSG00000007237"	"ENSG00000007237"	-0.668319251234078	0.0407049101453157
"ENSG00000007341"	"ENSG00000007341"	0.130893205021122	0.267532211523497
"ENSG00000007376"	"ENSG00000007376"	0.0866040758254596	0.669171172365251
"ENSG00000007384"	"ENSG00000007384"	0.224112027480049	0.45571020994002
"ENSG00000007392"	"ENSG00000007392"	0.102542913081639	0.619983584618848
"ENSG00000007402"	"ENSG00000007402"	-0.712867431230473	0.0110727255112516
"ENSG00000007516"	"ENSG00000007516"	-1.30033541888175	0.0117418957430833
"ENSG00000007520"	"ENSG00000007520"	0.0571544357099167	0.79274704971945
"ENSG00000007541"	"ENSG00000007541"	-0.0472917341413357	0.808034405192676
"ENSG00000007545"	"ENSG00000007545"	-0.134594161991878	0.531462974167708
"ENSG00000007866"	"ENSG00000007866"	0.117009238171187	0.643833589583272
"ENSG00000007923"	"ENSG00000007923"	0.585486203247299	3.09167015087076e-05
"ENSG00000007944"	"ENSG00000007944"	0.164114591696377	0.790661534223815
"ENSG00000007968"	"ENSG00000007968"	-0.788517688382545	0.0380569324080573
"ENSG00000008018"	"ENSG00000008018"	0.00700004812881083	0.970109762761708
"ENSG00000008083"	"ENSG00000008083"	0.101194053395563	0.765065586194749
"ENSG00000008086"	"ENSG00000008086"	0.33478486536854	0.545009349649863
"ENSG00000008128"	"ENSG00000008128"	-0.0189763630000259	0.93189593650182
"ENSG00000008130"	"ENSG00000008130"	0.122045417311237	0.360903340527337
"ENSG00000008256"	"ENSG00000008256"	0.210573501448533	0.374000542532151
"ENSG00000008277"	"ENSG00000008277"	0.21551248596715	0.506915724909855
"ENSG00000008282"	"ENSG00000008282"	0.637637892668374	2.15794752920168e-05
"ENSG00000008283"	"ENSG00000008283"	0.395034952752492	0.180838740608507
"ENSG00000008294"	"ENSG00000008294"	-0.523557760392555	0.00126495285259943
