Chimpanzee Human
ENSG00000124207 0.0376050273522248 0.0127815437563403
ENSG00000124275 0.088095030257477 0.0132397895740849
ENSG00000124608 0.00551987737391224 0.0448404231853406
ENSG00000125386 0.0563202081912217 0.0205990047318036
ENSG00000125970 0.0386629795888259 0.0087618501595419
ENSG00000126787 0.0648690073062936 0.00307032533968488
ENSG00000126883 0.00213316605365188 0.000491415023989417
ENSG00000126953 0.0499536829380879 0.0387561758751461
ENSG00000127837 0.0818035718926846 0.0145909101854482
ENSG00000127947 0.0483213738721453 0.0245425131684665
ENSG00000128159 0.0564692034400576 0.00277552728323127
ENSG00000128607 0.0331681700538859 0.00364069378077159
ENSG00000128683 0.0892217972539338 0.00055129264780196
ENSG00000128708 0.076131913287053 0.0109177954041433
ENSG00000128731 0.0304778138114665 0.0440964834509501
ENSG00000130164 0.097136699686457 0.035038955161896
ENSG00000130520 0.0302577515369563 0.0264638999048039
ENSG00000131143 0.0317950359946803 0.0198251333614232
ENSG00000131165 0.0650719513144737 0.0361161888135284
ENSG00000131462 0.0113301096747219 0.0438607749689299
ENSG00000131966 0.00857876193496621 0.00115266533396885
ENSG00000132467 0.0208376443156503 0.0131831943201037
ENSG00000133026 0.0124328643375937 0.00122580859075627
ENSG00000133243 0.00989833379319238 0.0424533953239943
ENSG00000133937 0.0304888688297555 9.2384590011485e-05
ENSG00000134049 0.067583585153749 0.0212296734019294
ENSG00000134318 0.0709170342731967 0.0441056119091475
ENSG00000134452 0.0309938946426433 0.000322082397388179
ENSG00000134852 0.0647607859339501 2.41229250983466e-05
ENSG00000134882 0.0790689018783879 0.00854380251179543
ENSG00000134900 0.0194057433472277 0.0110296382734449
ENSG00000135404 0.0592662107291155 0.0327681184644979
ENSG00000135476 0.0214365785832742 0.00327221375578235
ENSG00000135637 0.0606471591005104 0.0299838652487205
ENSG00000135643 0.0193022324309102 0.0130737791777521
ENSG00000136051 0.00800906395707557 0.00753078190308099
ENSG00000136295 0.041336078898943 0.00598194640504235
ENSG00000136715 0.0533924368099724 0.0121820576837259
ENSG00000136943 0.0915027687141885 0.0301216568981382
ENSG00000137074 0.0222225678742871 0.00379782466626111
ENSG00000137547 0.0374622737352723 0.0137082083375417
ENSG00000137802 0.0545315403802666 0.000326433796287495
ENSG00000137822 0.00737829452130789 0.0244051486238932
ENSG00000138303 0.047263927809343 0.0350951477505261
ENSG00000138641 0.086858526284748 0.0362137291462714
ENSG00000138650 0.038356224277456 0.00374154129641602
ENSG00000139163 0.0326529178732473 0.0451730552336183
ENSG00000139233 0.0233230531921916 0.0357401399007107
ENSG00000139436 0.00985858929786154 0.0125448116868488
ENSG00000139613 0.0169181023127034 0.0112346771303279
ENSG00000140025 0.0259130960350863 0.0320169706837513
ENSG00000140199 0.0311763337849642 0.00825008055127996
ENSG00000140374 0.0358389959216192 0.0345579046740336
ENSG00000140391 0.0055310371337236 0.026766727114258
ENSG00000140511 0.0774403765347242 0.000786336754152073
ENSG00000141448 0.09069503913786 0.00503284582316721
ENSG00000141503 0.0432661366017751 0.0313152198098238
ENSG00000141564 0.094444079406741 0.00886452018947659
ENSG00000141568 0.0599829448746994 0.0203459324458677
ENSG00000142166 0.0381063288141477 0.0325543717987096
ENSG00000143322 0.0731644493077065 0.00634012182181465
ENSG00000143621 0.00948818171143184 0.0244835953218026
ENSG00000144048 0.0494499663713017 0.0238639981603954
ENSG00000144713 0.0808393496594577 0.0323226971943067
ENSG00000144827 0.0836175529927126 0.0411331762733748
ENSG00000144909 0.0963770266280676 0.00485075248633171
ENSG00000146007 0.0848080318446213 0.046864828054576
ENSG00000147604 0.0945681013136925 0.0234976509633503
ENSG00000148337 0.00503938569596052 0.0466599522248633
ENSG00000148362 0.0860424109692584 0.0412244679754836
ENSG00000148606 0.0620424386025169 0.0379316530976223
ENSG00000149403 0.0810779246424047 0.0415178542665067
ENSG00000149480 0.0798517777509448 0.0494068718789012
ENSG00000149485 0.0920500936596693 0.000174942190592331
ENSG00000149532 0.0679738296077673 0.0151940644819972
ENSG00000149925 0.0252282454955538 0.0457267076168086
ENSG00000151779 0.0144820097360499 0.046503212538744
ENSG00000151883 0.063869790573128 0.00453599048710385
ENSG00000152782 0.00108547530419445 0.0251925686429448
ENSG00000153130 0.0855060404690338 0.0311360961547342
ENSG00000153317 0.0323366318534316 0.0136116310757186
ENSG00000155876 0.0764766225471334 0.0201822099882185
ENSG00000156574 0.0573281633564207 0.000435675654503975
ENSG00000157107 0.0821715027621212 0.0202555926704823
ENSG00000157657 0.0669154644588797 0.00291585991473253
ENSG00000158169 0.0915093762008956 0.0166608766472836
ENSG00000158417 0.0495473518782032 0.0439430411097882
ENSG00000158815 0.0311184013307815 0.0145276995524206
ENSG00000158941 0.0437698417244003 0.0490647235482629
ENSG00000159055 0.0865661475076775 0.0277830564857763
ENSG00000161847 0.0528099936943418 0.0362141093524593
ENSG00000161999 0.0443865512262427 0.023857803415531
ENSG00000162227 0.03108411217861 0.0112381654068048
ENSG00000162458 0.0823873466946612 0.0183681315839377
ENSG00000162664 0.0717643101001358 0.00400970078472218
ENSG00000163362 0.0931889538741331 0.0459198550148811
ENSG00000163508 0.0203077009523651 4.96586292286771e-06
ENSG00000163602 0.0428801432953207 0.0345244555252713
ENSG00000163634 0.0689491584245852 0.0267502599431886
ENSG00000163930 0.0250894774156356 0.0205817054648022
ENSG00000164068 0.0259418758029003 0.00860528008758443
ENSG00000164327 0.0174283614842969 0.0288843114004753
ENSG00000164611 0.0988634775425009 0.00517027522184077
ENSG00000164651 0.0107548875159795 0.0275404770045031
ENSG00000165617 0.0369366881733744 0.0183096459995828
ENSG00000166147 0.0354439249530458 0.0445313893301369
ENSG00000166716 0.0194608128930813 0.0439757310284838
ENSG00000166848 0.023187041895363 0.0308696240120712
ENSG00000167333 0.00116602153981282 0.0301358322121892
ENSG00000167395 0.0302361867782447 0.0457586984827811
ENSG00000167595 0.0244710488300501 0.0492847797719307
ENSG00000167674 0.0293150975697368 0.00213726174497542
ENSG00000168066 0.0205593007523404 0.0401231155191041
ENSG00000168101 0.0349905470619476 0.0103602330241593
ENSG00000168393 0.0909958331514682 0.0084805327776124
ENSG00000168398 0.0710836809712968 0.00925338458711733
ENSG00000169228 0.0605552314360078 0.0193379004503484
ENSG00000169490 0.00904518682679301 0.0361577485804079
ENSG00000169679 0.053414951445487 0.00776891042395278
ENSG00000169727 0.0437908826221689 0.00128126135503859
ENSG00000169851 0.0799716189120289 0.0421158743789072
ENSG00000170312 0.0378514308801302 0.00956587923488472
ENSG00000170558 0.0392419673048687 0.0406167116794712
ENSG00000170584 0.0130948758082783 0.0221034127754938
ENSG00000170855 0.0896216092915497 0.0321509027572235
ENSG00000170921 0.0951640436587188 0.0171780177796935
ENSG00000171566 0.067203906352953 0.00391811321782098
ENSG00000171570 0.0657481572064222 0.0111022257057185
ENSG00000172845 0.0906880284009922 0.0119654058159965
ENSG00000173456 0.00117937973016613 0.0180844729355654
ENSG00000173611 0.00600845957729268 0.0218563399160754
ENSG00000173915 0.0422282305346826 0.0318880010305356
ENSG00000174173 0.0640910620616023 0.0157554067202216
ENSG00000174705 0.0849759902726307 0.0354742127806141
ENSG00000176058 0.0897481638151983 0.0173452198079874
ENSG00000176383 0.00836776323095834 0.0216766030373234
ENSG00000176532 0.0171482825231115 0.0365368223019562
ENSG00000176624 0.0111858859850658 0.00839151667324856
ENSG00000177084 0.0498732097698261 0.00338931443017532
ENSG00000177200 0.0381537661142483 0.0156955012350091
ENSG00000177879 0.00499508040465124 0.00772827630989581
ENSG00000179271 0.0875098798393301 0.0441492443079067
ENSG00000179918 0.0668005908562299 0.00532666374694601
ENSG00000181638 0.0272439636123627 0.0200962260707848
ENSG00000182195 0.040815884123945 0.00114655867654689
ENSG00000182325 0.0387799815308534 0.00250699530276721
ENSG00000182473 0.0145429244966752 0.0230732203021426
ENSG00000183751 0.0133684170185988 0.0104515372256461
ENSG00000183873 0.00564315783514713 0.00994663152932118
ENSG00000185043 0.0672715534054329 0.0143931605037341
ENSG00000185155 0.093696392806756 6.84240609092335e-05
ENSG00000185236 0.0804927467562739 0.00290709687574731
ENSG00000185651 0.028451510353511 0.0131706626889364
ENSG00000185798 0.0678990909907535 0.0140166612472117
ENSG00000185800 0.0378039514901011 0.020430804628881
ENSG00000186638 0.0317856845246325 0.000682848757247223
ENSG00000187097 0.0105140101332437 0.0227601970253064
ENSG00000187535 0.0325447783441292 0.0135075734476489
ENSG00000187555 0.012589660696398 0.0139135408747875
ENSG00000187676 0.0764008876460698 0.0449461193601406
ENSG00000188229 0.0731452084072419 0.0278459774173292
ENSG00000188827 0.0767441464328809 0.00338398619416369
ENSG00000188931 0.00254646428173566 0.00444549464876109
ENSG00000189376 0.0201834314744624 0.00752508914832739
ENSG00000196072 0.0172100871029967 0.00688629017675724
ENSG00000196782 0.0969148735891616 0.0241735158143243
ENSG00000197283 0.0678108878154565 0.00626989889713725
ENSG00000197863 0.0907642305709375 0.0435822650721154
ENSG00000198087 0.0964611589228683 0.0090829568763775
ENSG00000198198 0.000286226533274814 0.00224184759037638
ENSG00000198315 0.0833465530265266 2.69140873077056e-06
ENSG00000198373 0.0662692944025504 0.000975900827972165
ENSG00000198736 0.0869532981861493 0.000523756861749103
ENSG00000198793 0.016579045535378 0.00042831579981617
ENSG00000204271 9.57171720822325e-05 0.0403511874191698
ENSG00000204304 0.0203966278440113 0.0244445191771566
ENSG00000204469 0.0545017681368594 0.0137161722881757
ENSG00000204681 0.0371085417076553 0.0135082451540885
ENSG00000205155 0.0648208304363026 0.0120891409397386
ENSG00000215712 0.0326487695297317 0.0208520378071329
ENSG00000221823 0.0485523658532212 0.0145718314009717
ENSG00000223501 0.0460122092150108 0.0498168253391551
ENSG00000227372 0.0879946160300146 0.00701265303480891
ENSG00000227500 0.0810477541888229 0.00142843358005074
ENSG00000233589 0.0450647648140504 0.0103934844605553
ENSG00000237649 0.0785806703130745 0.0356816881777745
ENSG00000240857 0.023650513258516 0.0251631123273979
ENSG00000253738 0.0273132927942273 0.0468022390356675
ENSG00000258056 0.0186708271880771 0.0144340311335189
ENSG00000011478 0.0199576546086986 0.0627203958571443
ENSG00000057757 0.0118432180093988 0.0684189959840971
ENSG00000070423 0.0471468868619415 0.0946614433659313
ENSG00000071564 0.0459925229575138 0.0895113978696993
ENSG00000071889 0.00934619592938923 0.0605651264886613
ENSG00000073169 0.0363942617618123 0.0631021570286497
ENSG00000075292 0.0342597320035745 0.0561160411304126
ENSG00000084444 0.0238837836711234 0.0843817980108061
ENSG00000087152 0.0461822475369613 0.0678362061776537
ENSG00000087263 0.0365478497899132 0.0961385513745691
ENSG00000096063 0.0192438924408947 0.0630749962789515
ENSG00000096433 0.0251996401444302 0.0552981505409376
ENSG00000096746 0.0151492293046074 0.0888654978417251
ENSG00000099810 0.00559069009961721 0.0551255694662032
ENSG00000100319 0.0310224299853783 0.0704398308153742
ENSG00000100320 0.027896031448446 0.0559155356688061
ENSG00000100601 0.0421229913930287 0.0907701057362225
ENSG00000102531 0.0079692991490582 0.0591470844774097
ENSG00000102977 0.0390046336953315 0.0710053091128681
ENSG00000103978 0.0278301594226905 0.0871548924153897
ENSG00000105613 0.0166059261290219 0.0694911366879841
ENSG00000105619 0.00827629398605434 0.08742731663605
ENSG00000105829 0.0248648531269993 0.0948090731200276
ENSG00000106605 0.0368623264939976 0.0883882986122235
ENSG00000106615 0.00360974086102073 0.0659890578513995
ENSG00000109685 0.0499009434047499 0.056881983619378
ENSG00000109971 0.0427085349840716 0.0801360709943306
ENSG00000110148 0.0321562568377327 0.0894718265988442
ENSG00000113504 0.0334215459178087 0.0555710739108991
ENSG00000113638 0.0407517097925632 0.075151857388973
ENSG00000115484 0.0151110236365686 0.0635758912394769
ENSG00000116649 0.0109891085554911 0.0698540789603744
ENSG00000117450 0.0358130743424807 0.060552283279661
ENSG00000119396 0.0220136962333762 0.0670560778017916
ENSG00000123352 0.0471975093440868 0.0573990413781104
ENSG00000128989 0.0055125602965832 0.0909349247604316
ENSG00000129084 0.0386839260781656 0.0531807759348901
ENSG00000130939 0.013815374053368 0.0975139244617158
ENSG00000132612 0.0478184371746202 0.0590909574714122
ENSG00000133619 0.0116570691829998 0.051774792555237
ENSG00000134001 0.0167842157261899 0.0790993762980472
ENSG00000135720 0.0346910518139458 0.0810041060048062
ENSG00000136279 0.0293853300648306 0.078613856051267
ENSG00000137522 0.0294851989898619 0.0867424694387164
ENSG00000137996 0.0344325935167815 0.0826688945804988
ENSG00000138463 0.039326551787729 0.0584450604274812
ENSG00000139083 0.0468083413651128 0.0945988380095472
ENSG00000140854 0.00230952028561249 0.057828345720053
ENSG00000142867 0.00722886862661931 0.0771567659745808
ENSG00000143630 0.00734096129598738 0.0797262657194834
ENSG00000148384 0.0314562633873265 0.0675305251890902
ENSG00000151131 0.0341828243866834 0.0737769778576108
ENSG00000152464 0.0464018868127606 0.0917669410085843
ENSG00000152749 0.0112890318691135 0.0677546915618447
ENSG00000153936 0.00968495015314941 0.0628700712139406
ENSG00000154358 0.0187228432591777 0.0544422556177072
ENSG00000155868 0.0334339477316888 0.0682019337580451
ENSG00000156983 0.0216321962865609 0.0521283948882818
ENSG00000158636 0.0255385119843892 0.0722294979442644
ENSG00000158669 0.0216087990827037 0.0923412198157961
ENSG00000162931 0.0288774706691375 0.0824464879170339
ENSG00000163104 0.0216785780696644 0.0728263318611203
ENSG00000163743 0.0159616560605225 0.099767058602104
ENSG00000164050 0.00358238198789351 0.0883550548283412
ENSG00000164134 0.0198242303031897 0.0688897099883545
ENSG00000164741 0.031028516220125 0.0661762787532454
ENSG00000165138 0.0175461844396534 0.0593294829281753
ENSG00000165417 0.00924453262098435 0.0936616058954194
ENSG00000166813 0.0155818507352885 0.0943769774951058
ENSG00000169223 0.0275251646403117 0.0953223309737583
ENSG00000170088 0.00144693389597217 0.0907666208270321
ENSG00000173156 0.0476680770065137 0.099650767802631
ENSG00000173950 0.0132445611719039 0.0739737021422433
ENSG00000175348 0.0187219694049232 0.0896110832413136
ENSG00000175467 0.00303249218323987 0.0923540284004776
ENSG00000175606 0.00155123563685777 0.0853750741537393
ENSG00000178694 0.0435897385604128 0.0513590482798129
ENSG00000182220 0.0337873290444981 0.0910789304638738
ENSG00000184381 0.0301904048265856 0.0545862503985471
ENSG00000184634 0.0084545647794444 0.0670406583988735
ENSG00000187778 0.00576974684431397 0.0558031624285251
ENSG00000188735 0.00094024750099253 0.0622726166257719
ENSG00000197714 0.0467158177478033 0.0715358172881928
ENSG00000198168 0.0213938676509583 0.0580432919838743
ENSG00000198331 0.00751735455605695 0.0713323482705257
ENSG00000205581 0.0313646335931836 0.083758815507147
ENSG00000226031 0.013386043988649 0.0801770853221426
ENSG00000234945 0.0324186830863566 0.0520249097157756
ENSG00000242114 0.00280834522528584 0.05140818622395
ENSG00000253729 0.0348713725295449 0.067681967761194
