"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000000003"	"ENSG00000000003"	-0.309493550260654	7.28465220800909	-2.13421462795438	0.0369455267469583	0.0705497975538655	-5.23202250860121
"ENSG00000000419"	"ENSG00000000419"	0.799637308568574	6.19819554487179	5.9871730605669	1.314017043788e-07	1.33923161416335e-06	6.83282219669445
"ENSG00000000457"	"ENSG00000000457"	-1.22683521375925	4.33190539259579	-9.03102972194878	9.21677889112545e-13	4.20713718920424e-11	18.7443923860316
"ENSG00000000460"	"ENSG00000000460"	0.531286892173697	5.16910691018931	3.65205748128587	0.000549946653813694	0.0019144088921947	-1.15074280943377
"ENSG00000001036"	"ENSG00000001036"	0.796038879834529	6.21708113716122	5.58209515210281	6.14206400563926e-07	5.15373188225626e-06	5.29366399303197
"ENSG00000001084"	"ENSG00000001084"	0.0194775860172652	6.80650581196306	0.189860400774752	0.85006317435445	0.890057001173484	-7.40996801761865
"ENSG00000001167"	"ENSG00000001167"	-0.143077817883791	5.19313153724682	-0.877004042159539	0.384003104940205	0.483357927352049	-6.8752044286452
"ENSG00000001461"	"ENSG00000001461"	-0.277065512836546	3.71214760827556	-1.07225365930402	0.287925354303768	0.38624955744643	-6.54844812063417
"ENSG00000001497"	"ENSG00000001497"	0.859096972400226	6.77507184662415	9.53430554716898	1.33528464579481e-13	7.86215599443986e-12	20.4951032313564
"ENSG00000001561"	"ENSG00000001561"	-0.487597551390108	3.17346247327156	-2.7906402984944	0.00705411219503236	0.0173061798045516	-3.29057278225567
"ENSG00000001617"	"ENSG00000001617"	0.208998290150536	6.61228160108006	0.933966549254397	0.354086776355411	0.454077180282035	-6.91769528739713
"ENSG00000001629"	"ENSG00000001629"	-0.073040487387409	6.45130674848722	-0.544139737430816	0.58837370627024	0.674972463750674	-7.26251400181311
"ENSG00000001630"	"ENSG00000001630"	0.000102716324955288	6.14131858592896	0.000406448068180622	0.99967705770409	0.99967705770409	-7.35209010473794
