Gene,Motif Assignment Number
ENSG00000120137,1
ENSG00000120156,1
ENSG00000120159,1
ENSG00000120254,1
ENSG00000120265,1
ENSG00000120333,1
ENSG00000120370,1
ENSG00000120451,1
ENSG00000120458,1
ENSG00000120509,1
ENSG00000120533,1
ENSG00000120539,1
ENSG00000120616,1
ENSG00000120647,1
ENSG00000120656,1
ENSG00000120697,1
ENSG00000120699,1
ENSG00000120709,1
ENSG00000120727,1
ENSG00000120733,1
ENSG00000120742,1
ENSG00000120784,1
ENSG00000120798,1
ENSG00000120805,1
ENSG00000120820,1
ENSG00000120832,1
ENSG00000120860,1
ENSG00000120889,1
ENSG00000120915,1
ENSG00000120948,1
ENSG00000120963,1
ENSG00000121005,1
ENSG00000121067,1
ENSG00000121073,1
ENSG00000121236,1
ENSG00000121274,1
ENSG00000121289,1
ENSG00000121406,1
ENSG00000121417,1
ENSG00000121481,1
ENSG00000121671,1
ENSG00000121680,1
ENSG00000121691,1
ENSG00000121716,1
ENSG00000121753,1
ENSG00000121774,1
ENSG00000121848,1
ENSG00000121892,1
ENSG00000121903,1
ENSG00000121940,1
ENSG00000121988,1
ENSG00000122008,1
ENSG00000122026,1
ENSG00000122033,1
ENSG00000122203,1
ENSG00000122257,1
ENSG00000122299,1
ENSG00000122406,1
ENSG00000122417,1
ENSG00000122483,1
ENSG00000122507,1
ENSG00000122545,1
ENSG00000122566,1
ENSG00000122678,1
ENSG00000122705,1
ENSG00000122707,1
ENSG00000122729,1
ENSG00000122861,1
ENSG00000122882,1
ENSG00000122912,1
ENSG00000122970,1
ENSG00000123130,1
ENSG00000123131,1
ENSG00000123144,1
ENSG00000123154,1
ENSG00000123349,1
ENSG00000123415,1
ENSG00000123427,1
ENSG00000123453,1
ENSG00000123562,1
ENSG00000123575,1
ENSG00000123595,1
ENSG00000123728,1
ENSG00000123815,1
ENSG00000123892,1
ENSG00000123908,1
ENSG00000123989,1
ENSG00000124074,1
ENSG00000124103,1
ENSG00000124120,1
ENSG00000124164,1
ENSG00000124172,1
ENSG00000124193,1
ENSG00000124198,1
ENSG00000124214,1
ENSG00000124222,1
ENSG00000124226,1
ENSG00000124257,1
ENSG00000124374,1
ENSG00000124380,1
ENSG00000124459,1
ENSG00000124532,1
ENSG00000124535,1
ENSG00000124587,1
ENSG00000124596,1
ENSG00000124608,1
ENSG00000124614,1
ENSG00000124641,1
ENSG00000124688,1
ENSG00000124702,1
ENSG00000124733,1
ENSG00000124762,1
ENSG00000124766,1
ENSG00000124767,1
ENSG00000124786,1
ENSG00000125037,1
ENSG00000125107,1
ENSG00000125246,1
ENSG00000125304,1
ENSG00000125352,1
ENSG00000125447,1
ENSG00000125450,1
ENSG00000125459,1
ENSG00000125503,1
ENSG00000125505,1
ENSG00000125611,1
ENSG00000125629,1
ENSG00000125633,1
ENSG00000125648,1
ENSG00000125651,1
ENSG00000125652,1
ENSG00000125676,1
ENSG00000125686,1
ENSG00000125691,1
ENSG00000125703,1
ENSG00000125731,1
ENSG00000125743,1
ENSG00000125755,1
ENSG00000125779,1
ENSG00000125812,1
ENSG00000125817,1
ENSG00000125827,1
ENSG00000125834,1
ENSG00000125846,1
ENSG00000125863,1
ENSG00000125864,1
ENSG00000125868,1
ENSG00000125870,1
ENSG00000125877,1
ENSG00000125912,1
ENSG00000125962,1
ENSG00000125970,1
ENSG00000125977,1
ENSG00000125991,1
ENSG00000125995,1
ENSG00000126010,1
ENSG00000126012,1
ENSG00000126062,1
ENSG00000126091,1
ENSG00000126106,1
ENSG00000126215,1
ENSG00000126216,1
ENSG00000126226,1
ENSG00000126254,1
ENSG00000126267,1
ENSG00000126351,1
ENSG00000126456,1
ENSG00000126461,1
ENSG00000126464,1
ENSG00000126581,1
ENSG00000126746,1
ENSG00000126756,1
ENSG00000126768,1
ENSG00000126803,1
ENSG00000126858,1
ENSG00000126883,1
ENSG00000126934,1
ENSG00000126945,1
ENSG00000126947,1
ENSG00000126970,1
ENSG00000127022,1
ENSG00000127054,1
ENSG00000127081,1
ENSG00000127125,1
ENSG00000127191,1
ENSG00000127311,1
ENSG00000127314,1
ENSG00000127337,1
ENSG00000127445,1
ENSG00000127452,1
ENSG00000127511,1
ENSG00000127526,1
ENSG00000127540,1
ENSG00000127554,1
ENSG00000127561,1
ENSG00000127580,1
ENSG00000127616,1
ENSG00000127774,1
ENSG00000127922,1
ENSG00000127948,1
ENSG00000127980,1
ENSG00000127993,1
ENSG00000127995,1
ENSG00000128039,1
ENSG00000128159,1
ENSG00000128191,1
ENSG00000128242,1
ENSG00000128245,1
ENSG00000128309,1
ENSG00000128463,1
ENSG00000128487,1
ENSG00000128513,1
ENSG00000128534,1
ENSG00000128563,1
ENSG00000128581,1
ENSG00000128595,1
ENSG00000128602,1
ENSG00000128607,1
ENSG00000128694,1
ENSG00000128699,1
ENSG00000128731,1
ENSG00000128881,1
ENSG00000128891,1
ENSG00000128908,1
ENSG00000128923,1
ENSG00000128989,1
ENSG00000129003,1
ENSG00000129007,1
ENSG00000129071,1
ENSG00000129084,1
ENSG00000129158,1
ENSG00000129197,1
ENSG00000129235,1
ENSG00000129250,1
ENSG00000129295,1
ENSG00000129315,1
ENSG00000129317,1
ENSG00000129353,1
ENSG00000129354,1
ENSG00000129472,1
ENSG00000129484,1
ENSG00000129493,1
ENSG00000129515,1
ENSG00000129559,1
ENSG00000129646,1
ENSG00000129667,1
ENSG00000129932,1
ENSG00000130021,1
ENSG00000130023,1
ENSG00000130066,1
ENSG00000130193,1
ENSG00000130227,1
ENSG00000130299,1
ENSG00000130311,1
ENSG00000130340,1
ENSG00000130396,1
ENSG00000130402,1
ENSG00000130413,1
ENSG00000130479,1
ENSG00000130489,1
ENSG00000130517,1
ENSG00000130540,1
ENSG00000130559,1
ENSG00000130590,1
ENSG00000130638,1
ENSG00000130640,1
ENSG00000130669,1
ENSG00000130684,1
ENSG00000130699,1
ENSG00000130706,1
ENSG00000130714,1
ENSG00000130748,1
ENSG00000130749,1
ENSG00000130772,1
ENSG00000130775,1
ENSG00000130811,1
ENSG00000130818,1
ENSG00000130856,1
ENSG00000130921,1
ENSG00000130939,1
ENSG00000130940,1
ENSG00000131023,1
ENSG00000131037,1
ENSG00000131051,1
ENSG00000131100,1
ENSG00000131115,1
ENSG00000131143,1
ENSG00000131165,1
ENSG00000131236,1
ENSG00000131323,1
ENSG00000131368,1
ENSG00000131374,1
ENSG00000131381,1
ENSG00000131389,1
ENSG00000131408,1
ENSG00000131435,1
ENSG00000131437,1
ENSG00000131446,1
ENSG00000131470,1
ENSG00000131495,1
ENSG00000131503,1
ENSG00000131504,1
ENSG00000131508,1
ENSG00000131584,1
ENSG00000131652,1
ENSG00000131697,1
ENSG00000131732,1
ENSG00000131748,1
ENSG00000131778,1
ENSG00000131779,1
ENSG00000131791,1
ENSG00000131873,1
ENSG00000131899,1
ENSG00000131931,1
ENSG00000132004,1
ENSG00000132005,1
ENSG00000132109,1
ENSG00000132153,1
ENSG00000132256,1
ENSG00000132294,1
ENSG00000132300,1
ENSG00000132305,1
ENSG00000132323,1
ENSG00000132356,1
ENSG00000132376,1
ENSG00000132405,1
ENSG00000132406,1
ENSG00000132432,1
ENSG00000132467,1
ENSG00000132475,1
ENSG00000132478,1
ENSG00000132522,1
ENSG00000132549,1
ENSG00000132570,1
ENSG00000132581,1
ENSG00000132600,1
ENSG00000132604,1
ENSG00000132612,1
ENSG00000132613,1
ENSG00000132664,1
ENSG00000132676,1
ENSG00000132680,1
ENSG00000132740,1
ENSG00000132749,1
ENSG00000132773,1
ENSG00000132792,1
ENSG00000132842,1
ENSG00000132963,1
ENSG00000133026,1
ENSG00000133056,1
ENSG00000133111,1
ENSG00000133226,1
ENSG00000133250,1
ENSG00000133315,1
ENSG00000133393,1
ENSG00000133398,1
ENSG00000133401,1
ENSG00000133422,1
ENSG00000133477,1
ENSG00000133619,1
ENSG00000133624,1
ENSG00000133657,1
ENSG00000133703,1
ENSG00000133731,1
ENSG00000133789,1
ENSG00000133858,1
ENSG00000133884,1
ENSG00000133895,1
ENSG00000133983,1
ENSG00000133997,1
ENSG00000134049,1
ENSG00000134056,1
ENSG00000134058,1
ENSG00000134086,1
ENSG00000134108,1
ENSG00000134153,1
ENSG00000134186,1
ENSG00000134243,1
ENSG00000134248,1
ENSG00000134250,1
ENSG00000134255,1
ENSG00000134265,1
ENSG00000134278,1
ENSG00000134283,1
ENSG00000134287,1
ENSG00000134308,1
ENSG00000134330,1
ENSG00000134369,1
ENSG00000134371,1
ENSG00000134440,1
ENSG00000134444,1
ENSG00000134453,1
ENSG00000134463,1
ENSG00000134574,1
ENSG00000134597,1
ENSG00000134644,1
ENSG00000134748,1
ENSG00000134755,1
ENSG00000134825,1
ENSG00000134851,1
ENSG00000134852,1
ENSG00000134882,1
ENSG00000134884,1
ENSG00000134899,1
ENSG00000134900,1
ENSG00000134901,1
ENSG00000134905,1
ENSG00000134910,1
ENSG00000134970,1
ENSG00000135018,1
ENSG00000135040,1
ENSG00000135049,1
ENSG00000135052,1
ENSG00000135108,1
ENSG00000135148,1
ENSG00000135211,1
ENSG00000135241,1
ENSG00000135249,1
ENSG00000135250,1
ENSG00000135315,1
ENSG00000135341,1
ENSG00000135362,1
ENSG00000135387,1
ENSG00000135437,1
ENSG00000135441,1
ENSG00000135452,1
ENSG00000135469,1
ENSG00000135473,1
ENSG00000135486,1
ENSG00000135535,1
ENSG00000135541,1
ENSG00000135631,1
ENSG00000135637,1
ENSG00000135677,1
ENSG00000135679,1
ENSG00000135720,1
ENSG00000135736,1
ENSG00000135766,1
ENSG00000135845,1
ENSG00000135870,1
ENSG00000135900,1
ENSG00000135913,1
ENSG00000135931,1
ENSG00000135945,1
ENSG00000135956,1
ENSG00000135966,1
ENSG00000135968,1
ENSG00000135974,1
ENSG00000135999,1
ENSG00000136040,1
ENSG00000136048,1
ENSG00000136051,1
ENSG00000136098,1
ENSG00000136146,1
ENSG00000136147,1
ENSG00000136205,1
ENSG00000136231,1
ENSG00000136238,1
ENSG00000136247,1
ENSG00000136271,1
ENSG00000136273,1
ENSG00000136279,1
ENSG00000136280,1
ENSG00000136371,1
ENSG00000136381,1
ENSG00000136404,1
ENSG00000136444,1
ENSG00000136448,1
ENSG00000136463,1
ENSG00000136485,1
ENSG00000136504,1
ENSG00000136521,1
ENSG00000136522,1
ENSG00000136536,1
ENSG00000136560,1
ENSG00000136636,1
ENSG00000136709,1
ENSG00000136715,1
ENSG00000136731,1
ENSG00000136738,1
ENSG00000136758,1
ENSG00000136783,1
ENSG00000136807,1
ENSG00000136810,1
ENSG00000136816,1
ENSG00000136827,1
ENSG00000136830,1
ENSG00000136848,1
ENSG00000136859,1
ENSG00000136866,1
ENSG00000136874,1
ENSG00000136877,1
ENSG00000136888,1
ENSG00000136930,1
ENSG00000136932,1
ENSG00000136935,1
ENSG00000136940,1
ENSG00000136942,1
ENSG00000136986,1
ENSG00000137040,1
ENSG00000137055,1
ENSG00000137075,1
ENSG00000137076,1
ENSG00000137154,1
ENSG00000137193,1
ENSG00000137221,1
ENSG00000137275,1
ENSG00000137288,1
ENSG00000137337,1
ENSG00000137343,1
ENSG00000137409,1
ENSG00000137411,1
ENSG00000137413,1
ENSG00000137414,1
ENSG00000137478,1
ENSG00000137496,1
ENSG00000137502,1
ENSG00000137509,1
ENSG00000137513,1
ENSG00000137522,1
ENSG00000137563,1
ENSG00000137601,1
ENSG00000137642,1
ENSG00000137700,1
ENSG00000137770,1
ENSG00000137801,1
ENSG00000137806,1
ENSG00000137817,1
ENSG00000137818,1
ENSG00000137824,1
ENSG00000137842,1
ENSG00000137845,1
ENSG00000137871,1
ENSG00000137876,1
ENSG00000137942,1
ENSG00000137944,1
ENSG00000137947,1
ENSG00000137968,1
ENSG00000137992,1
ENSG00000138018,1
ENSG00000138029,1
ENSG00000138041,1
ENSG00000138069,1
ENSG00000138071,1
ENSG00000138138,1
ENSG00000138175,1
ENSG00000138286,1
ENSG00000138293,1
ENSG00000138326,1
ENSG00000138336,1
ENSG00000138363,1
ENSG00000138375,1
ENSG00000138376,1
ENSG00000138381,1
ENSG00000138382,1
ENSG00000138386,1
ENSG00000138430,1
ENSG00000138433,1
ENSG00000138439,1
ENSG00000138495,1
ENSG00000138587,1
ENSG00000138592,1
ENSG00000138593,1
ENSG00000138606,1
ENSG00000138646,1
ENSG00000138658,1
ENSG00000138663,1
ENSG00000138668,1
ENSG00000138686,1
ENSG00000138688,1
ENSG00000138771,1
ENSG00000138777,1
ENSG00000138785,1
ENSG00000138942,1
ENSG00000139131,1
ENSG00000139146,1
ENSG00000139168,1
ENSG00000139323,1
ENSG00000139324,1
ENSG00000139343,1
ENSG00000139514,1
ENSG00000139546,1
ENSG00000139613,1
ENSG00000139620,1
ENSG00000139629,1
ENSG00000139631,1
ENSG00000139637,1
ENSG00000139644,1
ENSG00000139645,1
ENSG00000139697,1
ENSG00000139718,1
ENSG00000139719,1
ENSG00000139722,1
ENSG00000139725,1
ENSG00000139726,1
ENSG00000139734,1
ENSG00000139746,1
ENSG00000139826,1
ENSG00000139832,1
ENSG00000139977,1
ENSG00000140025,1
ENSG00000140104,1
ENSG00000140259,1
ENSG00000140262,1
ENSG00000140264,1
ENSG00000140265,1
ENSG00000140299,1
ENSG00000140319,1
ENSG00000140350,1
ENSG00000140374,1
ENSG00000140391,1
ENSG00000140400,1
ENSG00000140403,1
ENSG00000140443,1
ENSG00000140459,1
ENSG00000140497,1
ENSG00000140526,1
ENSG00000140612,1
ENSG00000140691,1
ENSG00000140694,1
ENSG00000140718,1
ENSG00000140830,1
ENSG00000140948,1
ENSG00000140950,1
ENSG00000140983,1
ENSG00000140987,1
ENSG00000140992,1
ENSG00000140993,1
ENSG00000140995,1
ENSG00000141002,1
ENSG00000141012,1
ENSG00000141068,1
ENSG00000141084,1
ENSG00000141127,1
ENSG00000141140,1
ENSG00000141141,1
ENSG00000141150,1
ENSG00000141179,1
ENSG00000141219,1
ENSG00000141298,1
ENSG00000141380,1
ENSG00000141384,1
ENSG00000141424,1
ENSG00000141446,1
ENSG00000141503,1
ENSG00000141510,1
ENSG00000141551,1
ENSG00000141552,1
ENSG00000141560,1
ENSG00000141562,1
ENSG00000141564,1
ENSG00000141568,1
ENSG00000141577,1
ENSG00000141627,1
ENSG00000141646,1
ENSG00000141698,1
ENSG00000141699,1
ENSG00000141756,1
ENSG00000141759,1
ENSG00000141867,1
ENSG00000141933,1
ENSG00000141985,1
ENSG00000142039,1
ENSG00000142082,1
ENSG00000142102,1
ENSG00000142166,1
ENSG00000142186,1
ENSG00000142192,1
ENSG00000142230,1
ENSG00000142252,1
ENSG00000142303,1
ENSG00000142330,1
ENSG00000142409,1
ENSG00000142444,1
ENSG00000142453,1
ENSG00000142507,1
ENSG00000142512,1
ENSG00000142530,1
ENSG00000142541,1
ENSG00000142544,1
ENSG00000142546,1
ENSG00000142552,1
ENSG00000142599,1
ENSG00000142655,1
ENSG00000142657,1
ENSG00000142676,1
ENSG00000142686,1
ENSG00000142687,1
ENSG00000142751,1
ENSG00000142856,1
ENSG00000142867,1
ENSG00000142937,1
ENSG00000143093,1
ENSG00000143155,1
ENSG00000143156,1
ENSG00000143162,1
ENSG00000143183,1
ENSG00000143198,1
ENSG00000143222,1
ENSG00000143258,1
ENSG00000143294,1
ENSG00000143303,1
ENSG00000143314,1
ENSG00000143322,1
ENSG00000143337,1
ENSG00000143363,1
ENSG00000143367,1
ENSG00000143373,1
ENSG00000143374,1
ENSG00000143376,1
ENSG00000143379,1
ENSG00000143387,1
ENSG00000143390,1
ENSG00000143393,1
ENSG00000143398,1
ENSG00000143416,1
ENSG00000143418,1
ENSG00000143436,1
ENSG00000143442,1
ENSG00000143466,1
ENSG00000143493,1
ENSG00000143515,1
ENSG00000143549,1
ENSG00000143553,1
ENSG00000143570,1
ENSG00000143612,1
ENSG00000143614,1
ENSG00000143632,1
ENSG00000143641,1
ENSG00000143643,1
ENSG00000143653,1
ENSG00000143702,1
ENSG00000143727,1
ENSG00000143740,1
ENSG00000143748,1
ENSG00000143751,1
ENSG00000143756,1
ENSG00000143774,1
ENSG00000143776,1
ENSG00000143793,1
ENSG00000143797,1
ENSG00000143889,1
ENSG00000143924,1
ENSG00000143947,1
ENSG00000143970,1
ENSG00000143971,1
ENSG00000143977,1
ENSG00000144028,1
ENSG00000144061,1
ENSG00000144136,1
ENSG00000144228,1
ENSG00000144306,1
ENSG00000144395,1
ENSG00000144426,1
ENSG00000144445,1
ENSG00000144451,1
ENSG00000144468,1
ENSG00000144504,1
ENSG00000144524,1
ENSG00000144535,1
ENSG00000144559,1
ENSG00000144560,1
ENSG00000144567,1
ENSG00000144597,1
ENSG00000144635,1
ENSG00000144674,1
ENSG00000144724,1
ENSG00000144744,1
ENSG00000144746,1
ENSG00000144747,1
ENSG00000144791,1
ENSG00000144802,1
ENSG00000144827,1
ENSG00000144834,1
ENSG00000144935,1
ENSG00000145012,1
ENSG00000145014,1
ENSG00000145016,1
ENSG00000145020,1
ENSG00000145191,1
ENSG00000145216,1
ENSG00000145241,1
ENSG00000145388,1
ENSG00000145416,1
ENSG00000145439,1
ENSG00000145569,1
ENSG00000145592,1
ENSG00000145730,1
ENSG00000145734,1
ENSG00000145740,1
ENSG00000145741,1
ENSG00000145780,1
ENSG00000145782,1
ENSG00000145817,1
ENSG00000145907,1
ENSG00000145908,1
ENSG00000145979,1
ENSG00000145996,1
ENSG00000146007,1
ENSG00000146063,1
ENSG00000146067,1
ENSG00000146083,1
ENSG00000146085,1
ENSG00000146197,1
ENSG00000146223,1
ENSG00000146242,1
ENSG00000146247,1
ENSG00000146281,1
ENSG00000146282,1
ENSG00000146414,1
ENSG00000146425,1
ENSG00000146457,1
ENSG00000146587,1
ENSG00000146676,1
ENSG00000146757,1
ENSG00000146833,1
ENSG00000146834,1
ENSG00000146842,1
ENSG00000146872,1
ENSG00000146950,1
ENSG00000146963,1
ENSG00000147099,1
ENSG00000147121,1
ENSG00000147123,1
ENSG00000147130,1
ENSG00000147133,1
ENSG00000147140,1
ENSG00000147144,1
ENSG00000147180,1
ENSG00000147364,1
ENSG00000147400,1
ENSG00000147403,1
ENSG00000147439,1
ENSG00000147457,1
ENSG00000147475,1
ENSG00000147526,1
ENSG00000147548,1
ENSG00000147649,1
ENSG00000147677,1
ENSG00000147684,1
ENSG00000147789,1
ENSG00000147813,1
ENSG00000147872,1
ENSG00000147874,1
ENSG00000147905,1
ENSG00000148082,1
ENSG00000148110,1
ENSG00000148158,1
ENSG00000148175,1
ENSG00000148200,1
ENSG00000148290,1
ENSG00000148296,1
ENSG00000148297,1
ENSG00000148308,1
ENSG00000148331,1
ENSG00000148337,1
ENSG00000148339,1
ENSG00000148343,1
ENSG00000148358,1
ENSG00000148362,1
ENSG00000148396,1
ENSG00000148399,1
ENSG00000148400,1
ENSG00000148429,1
ENSG00000148450,1
ENSG00000148484,1
ENSG00000148498,1
ENSG00000148572,1
ENSG00000148690,1
ENSG00000148719,1
ENSG00000148798,1
ENSG00000148824,1
ENSG00000148841,1
ENSG00000148908,1
ENSG00000148943,1
ENSG00000149016,1
ENSG00000149089,1
ENSG00000149182,1
ENSG00000149187,1
ENSG00000149196,1
ENSG00000149218,1
ENSG00000149231,1
ENSG00000149262,1
ENSG00000149273,1
ENSG00000149292,1
ENSG00000149311,1
ENSG00000149357,1
ENSG00000149476,1
ENSG00000149532,1
ENSG00000149547,1
ENSG00000149582,1
ENSG00000149639,1
ENSG00000149716,1
ENSG00000149761,1
ENSG00000149806,1
ENSG00000149923,1
ENSG00000149925,1
ENSG00000149930,1
ENSG00000149932,1
ENSG00000149948,1
ENSG00000150316,1
ENSG00000150401,1
ENSG00000150433,1
ENSG00000150456,1
ENSG00000150457,1
ENSG00000150471,1
ENSG00000150527,1
ENSG00000150712,1
ENSG00000150760,1
ENSG00000150776,1
ENSG00000150787,1
ENSG00000150893,1
ENSG00000151014,1
ENSG00000151092,1
ENSG00000151093,1
ENSG00000151148,1
ENSG00000151176,1
ENSG00000151208,1
ENSG00000151287,1
ENSG00000151292,1
ENSG00000151348,1
ENSG00000151353,1
ENSG00000151366,1
ENSG00000151422,1
ENSG00000151532,1
ENSG00000151552,1
ENSG00000151657,1
ENSG00000151665,1
ENSG00000151693,1
ENSG00000151729,1
ENSG00000151748,1
ENSG00000151881,1
ENSG00000151893,1
ENSG00000151917,1
ENSG00000151923,1
ENSG00000152104,1
ENSG00000152127,1
ENSG00000152223,1
ENSG00000152234,1
ENSG00000152242,1
ENSG00000152291,1
ENSG00000152332,1
ENSG00000152348,1
ENSG00000152382,1
ENSG00000152433,1
ENSG00000152443,1
ENSG00000152464,1
ENSG00000152475,1
ENSG00000152620,1
ENSG00000152683,1
ENSG00000152749,1
ENSG00000152795,1
ENSG00000152894,1
ENSG00000152904,1
ENSG00000152939,1
ENSG00000152942,1
ENSG00000152944,1
ENSG00000153130,1
ENSG00000153140,1
ENSG00000153147,1
ENSG00000153201,1
ENSG00000153207,1
ENSG00000153317,1
ENSG00000153391,1
ENSG00000153406,1
ENSG00000153487,1
ENSG00000153551,1
ENSG00000153560,1
ENSG00000153561,1
ENSG00000153707,1
ENSG00000153767,1
ENSG00000153786,1
ENSG00000153815,1
ENSG00000153827,1
ENSG00000153885,1
ENSG00000153896,1
ENSG00000153914,1
ENSG00000153936,1
ENSG00000153975,1
ENSG00000154001,1
ENSG00000154040,1
ENSG00000154079,1
ENSG00000154114,1
ENSG00000154127,1
ENSG00000154305,1
ENSG00000154358,1
ENSG00000154370,1
ENSG00000154582,1
ENSG00000154642,1
ENSG00000154645,1
ENSG00000154783,1
ENSG00000154803,1
ENSG00000154813,1
ENSG00000154845,1
ENSG00000154945,1
ENSG00000154978,1
ENSG00000155034,1
ENSG00000155096,1
ENSG00000155229,1
ENSG00000155287,1
ENSG00000155330,1
ENSG00000155363,1
ENSG00000155463,1
ENSG00000155508,1
ENSG00000155545,1
ENSG00000155640,1
ENSG00000155666,1
ENSG00000155827,1
ENSG00000155868,1
ENSG00000155957,1
ENSG00000155959,1
ENSG00000155970,1
ENSG00000156052,1
ENSG00000156162,1
ENSG00000156171,1
ENSG00000156172,1
ENSG00000156253,1
ENSG00000156411,1
ENSG00000156467,1
ENSG00000156508,1
ENSG00000156521,1
ENSG00000156531,1
ENSG00000156535,1
ENSG00000156642,1
ENSG00000156675,1
ENSG00000156709,1
ENSG00000156735,1
ENSG00000156795,1
ENSG00000156831,1
ENSG00000156873,1
ENSG00000156876,1
ENSG00000156931,1
ENSG00000156958,1
ENSG00000156976,1
ENSG00000156983,1
ENSG00000156990,1
ENSG00000157077,1
ENSG00000157106,1
ENSG00000157107,1
ENSG00000157184,1
ENSG00000157224,1
ENSG00000157349,1
ENSG00000157379,1
ENSG00000157500,1
ENSG00000157538,1
ENSG00000157540,1
ENSG00000157625,1
ENSG00000157637,1
ENSG00000157741,1
ENSG00000157764,1
ENSG00000157796,1
ENSG00000157800,1
ENSG00000157823,1
ENSG00000157881,1
ENSG00000157911,1
ENSG00000157916,1
ENSG00000157933,1
ENSG00000157954,1
ENSG00000158006,1
ENSG00000158062,1
ENSG00000158156,1
ENSG00000158164,1
ENSG00000158234,1
ENSG00000158290,1
ENSG00000158301,1
ENSG00000158411,1
ENSG00000158467,1
ENSG00000158480,1
ENSG00000158528,1
ENSG00000158545,1
ENSG00000158552,1
ENSG00000158623,1
ENSG00000158636,1
ENSG00000158711,1
ENSG00000158769,1
ENSG00000158793,1
ENSG00000158796,1
ENSG00000158805,1
ENSG00000158941,1
ENSG00000158985,1
ENSG00000158987,1
ENSG00000159023,1
ENSG00000159086,1
ENSG00000159110,1
ENSG00000159128,1
ENSG00000159140,1
ENSG00000159147,1
ENSG00000159200,1
ENSG00000159202,1
ENSG00000159210,1
ENSG00000159217,1
ENSG00000159267,1
ENSG00000159352,1
ENSG00000159363,1
ENSG00000159377,1
ENSG00000159433,1
ENSG00000159479,1
ENSG00000159588,1
ENSG00000159592,1
ENSG00000159593,1
ENSG00000159658,1
ENSG00000159685,1
ENSG00000159692,1
ENSG00000159720,1
ENSG00000159792,1
ENSG00000159882,1
ENSG00000159885,1
ENSG00000159917,1
ENSG00000160007,1
ENSG00000160049,1
ENSG00000160055,1
ENSG00000160087,1
ENSG00000160113,1
ENSG00000160193,1
ENSG00000160194,1
ENSG00000160200,1
ENSG00000160201,1
ENSG00000160218,1
ENSG00000160221,1
ENSG00000160293,1
ENSG00000160294,1
ENSG00000160325,1
ENSG00000160392,1
ENSG00000160404,1
ENSG00000160408,1
ENSG00000160410,1
ENSG00000160551,1
ENSG00000160563,1
ENSG00000160584,1
ENSG00000160588,1
ENSG00000160602,1
ENSG00000160633,1
ENSG00000160679,1
ENSG00000160691,1
ENSG00000160714,1
ENSG00000160741,1
ENSG00000160783,1
ENSG00000160799,1
ENSG00000160888,1
ENSG00000160908,1
ENSG00000160917,1
ENSG00000160953,1
ENSG00000160959,1
ENSG00000160961,1
ENSG00000161021,1
ENSG00000161036,1
ENSG00000161048,1
ENSG00000161057,1
ENSG00000161203,1
ENSG00000161249,1
ENSG00000161298,1
ENSG00000161526,1
ENSG00000161542,1
ENSG00000161551,1
ENSG00000161558,1
ENSG00000161618,1
ENSG00000161647,1
ENSG00000161671,1
ENSG00000161714,1
ENSG00000161791,1
ENSG00000161813,1
ENSG00000161914,1
ENSG00000161920,1
ENSG00000161960,1
ENSG00000161996,1
ENSG00000161999,1
ENSG00000162066,1
ENSG00000162076,1
ENSG00000162086,1
ENSG00000162144,1
ENSG00000162191,1
ENSG00000162222,1
ENSG00000162227,1
ENSG00000162231,1
ENSG00000162244,1
ENSG00000162337,1
ENSG00000162378,1
ENSG00000162396,1
ENSG00000162408,1
ENSG00000162419,1
ENSG00000162430,1
ENSG00000162441,1
ENSG00000162520,1
ENSG00000162521,1
ENSG00000162543,1
ENSG00000162585,1
ENSG00000162604,1
ENSG00000162616,1
ENSG00000162636,1
ENSG00000162642,1
ENSG00000162695,1
ENSG00000162702,1
ENSG00000162704,1
ENSG00000162714,1
ENSG00000162735,1
ENSG00000162738,1
ENSG00000162819,1
ENSG00000162836,1
ENSG00000162889,1
ENSG00000162910,1
ENSG00000162923,1
ENSG00000162931,1
ENSG00000162961,1
ENSG00000162971,1
ENSG00000162998,1
ENSG00000163001,1
ENSG00000163069,1
ENSG00000163104,1
ENSG00000163113,1
ENSG00000163125,1
ENSG00000163156,1
ENSG00000163159,1
ENSG00000163161,1
ENSG00000163162,1
ENSG00000163249,1
ENSG00000163281,1
ENSG00000163312,1
ENSG00000163348,1
ENSG00000163349,1
ENSG00000163374,1
ENSG00000163382,1
ENSG00000163389,1
ENSG00000163428,1
ENSG00000163463,1
ENSG00000163481,1
ENSG00000163482,1
ENSG00000163516,1
ENSG00000163521,1
ENSG00000163539,1
ENSG00000163558,1
ENSG00000163602,1
ENSG00000163605,1
ENSG00000163607,1
ENSG00000163608,1
ENSG00000163611,1
ENSG00000163634,1
ENSG00000163636,1
ENSG00000163660,1
ENSG00000163681,1
ENSG00000163682,1
ENSG00000163738,1
ENSG00000163781,1
ENSG00000163788,1
ENSG00000163798,1
ENSG00000163812,1
ENSG00000163818,1
ENSG00000163832,1
ENSG00000163848,1
ENSG00000163866,1
ENSG00000163867,1
ENSG00000163872,1
ENSG00000163875,1
ENSG00000163877,1
ENSG00000163879,1
ENSG00000163882,1
ENSG00000163884,1
ENSG00000163900,1
ENSG00000163913,1
ENSG00000163923,1
ENSG00000163930,1
ENSG00000163933,1
ENSG00000163939,1
ENSG00000163945,1
ENSG00000163956,1
ENSG00000163960,1
ENSG00000163964,1
ENSG00000164002,1
ENSG00000164031,1
ENSG00000164038,1
ENSG00000164040,1
ENSG00000164050,1
