Gene,Motif Assignment Number
ENSG00000164061,1
ENSG00000164066,1
ENSG00000164068,1
ENSG00000164073,1
ENSG00000164074,1
ENSG00000164080,1
ENSG00000164091,1
ENSG00000164096,1
ENSG00000164099,1
ENSG00000164111,1
ENSG00000164117,1
ENSG00000164118,1
ENSG00000164151,1
ENSG00000164162,1
ENSG00000164168,1
ENSG00000164169,1
ENSG00000164172,1
ENSG00000164180,1
ENSG00000164190,1
ENSG00000164209,1
ENSG00000164237,1
ENSG00000164253,1
ENSG00000164305,1
ENSG00000164306,1
ENSG00000164307,1
ENSG00000164329,1
ENSG00000164332,1
ENSG00000164366,1
ENSG00000164405,1
ENSG00000164543,1
ENSG00000164576,1
ENSG00000164587,1
ENSG00000164597,1
ENSG00000164603,1
ENSG00000164609,1
ENSG00000164610,1
ENSG00000164615,1
ENSG00000164631,1
ENSG00000164713,1
ENSG00000164715,1
ENSG00000164742,1
ENSG00000164751,1
ENSG00000164754,1
ENSG00000164758,1
ENSG00000164808,1
ENSG00000164823,1
ENSG00000164828,1
ENSG00000164885,1
ENSG00000164896,1
ENSG00000164902,1
ENSG00000164904,1
ENSG00000164919,1
ENSG00000164924,1
ENSG00000164944,1
ENSG00000164953,1
ENSG00000164961,1
ENSG00000164978,1
ENSG00000165006,1
ENSG00000165097,1
ENSG00000165113,1
ENSG00000165119,1
ENSG00000165156,1
ENSG00000165185,1
ENSG00000165195,1
ENSG00000165219,1
ENSG00000165259,1
ENSG00000165272,1
ENSG00000165288,1
ENSG00000165322,1
ENSG00000165389,1
ENSG00000165392,1
ENSG00000165417,1
ENSG00000165487,1
ENSG00000165494,1
ENSG00000165512,1
ENSG00000165629,1
ENSG00000165630,1
ENSG00000165632,1
ENSG00000165646,1
ENSG00000165650,1
ENSG00000165660,1
ENSG00000165661,1
ENSG00000165671,1
ENSG00000165678,1
ENSG00000165714,1
ENSG00000165716,1
ENSG00000165730,1
ENSG00000165792,1
ENSG00000165802,1
ENSG00000165806,1
ENSG00000165898,1
ENSG00000165912,1
ENSG00000165916,1
ENSG00000165948,1
ENSG00000165983,1
ENSG00000165997,1
ENSG00000166012,1
ENSG00000166024,1
ENSG00000166037,1
ENSG00000166086,1
ENSG00000166106,1
ENSG00000166135,1
ENSG00000166136,1
ENSG00000166140,1
ENSG00000166145,1
ENSG00000166170,1
ENSG00000166171,1
ENSG00000166181,1
ENSG00000166189,1
ENSG00000166199,1
ENSG00000166233,1
ENSG00000166261,1
ENSG00000166266,1
ENSG00000166275,1
ENSG00000166321,1
ENSG00000166326,1
ENSG00000166337,1
ENSG00000166341,1
ENSG00000166352,1
ENSG00000166377,1
ENSG00000166402,1
ENSG00000166415,1
ENSG00000166435,1
ENSG00000166436,1
ENSG00000166441,1
ENSG00000166454,1
ENSG00000166478,1
ENSG00000166483,1
ENSG00000166503,1
ENSG00000166529,1
ENSG00000166532,1
ENSG00000166557,1
ENSG00000166619,1
ENSG00000166681,1
ENSG00000166747,1
ENSG00000166750,1
ENSG00000166783,1
ENSG00000166794,1
ENSG00000166813,1
ENSG00000166821,1
ENSG00000166822,1
ENSG00000166845,1
ENSG00000166847,1
ENSG00000166860,1
ENSG00000166881,1
ENSG00000166887,1
ENSG00000166889,1
ENSG00000166900,1
ENSG00000166908,1
ENSG00000166913,1
ENSG00000166949,1
ENSG00000166971,1
ENSG00000166997,1
ENSG00000167004,1
ENSG00000167081,1
ENSG00000167113,1
ENSG00000167130,1
ENSG00000167136,1
ENSG00000167173,1
ENSG00000167182,1
ENSG00000167193,1
ENSG00000167196,1
ENSG00000167257,1
ENSG00000167264,1
ENSG00000167280,1
ENSG00000167283,1
ENSG00000167291,1
ENSG00000167302,1
ENSG00000167306,1
ENSG00000167315,1
ENSG00000167377,1
ENSG00000167395,1
ENSG00000167447,1
ENSG00000167470,1
ENSG00000167491,1
ENSG00000167515,1
ENSG00000167522,1
ENSG00000167524,1
ENSG00000167525,1
ENSG00000167526,1
ENSG00000167548,1
ENSG00000167550,1
ENSG00000167553,1
ENSG00000167595,1
ENSG00000167625,1
ENSG00000167632,1
ENSG00000167658,1
ENSG00000167671,1
ENSG00000167685,1
ENSG00000167695,1
ENSG00000167700,1
ENSG00000167716,1
ENSG00000167774,1
ENSG00000167778,1
ENSG00000167792,1
ENSG00000167807,1
ENSG00000167840,1
ENSG00000167881,1
ENSG00000167967,1
ENSG00000167969,1
ENSG00000167977,1
ENSG00000167978,1
ENSG00000167981,1
ENSG00000167986,1
ENSG00000167987,1
ENSG00000168003,1
ENSG00000168016,1
ENSG00000168028,1
ENSG00000168092,1
ENSG00000168096,1
ENSG00000168101,1
ENSG00000168118,1
ENSG00000168137,1
ENSG00000168143,1
ENSG00000168152,1
ENSG00000168175,1
ENSG00000168228,1
ENSG00000168237,1
ENSG00000168256,1
ENSG00000168259,1
ENSG00000168264,1
ENSG00000168268,1
ENSG00000168273,1
ENSG00000168280,1
ENSG00000168300,1
ENSG00000168303,1
ENSG00000168385,1
ENSG00000168395,1
ENSG00000168397,1
ENSG00000168421,1
ENSG00000168438,1
ENSG00000168522,1
ENSG00000168538,1
ENSG00000168556,1
ENSG00000168566,1
ENSG00000168591,1
ENSG00000168661,1
ENSG00000168701,1
ENSG00000168710,1
ENSG00000168724,1
ENSG00000168765,1
ENSG00000168795,1
ENSG00000168802,1
ENSG00000168807,1
ENSG00000168826,1
ENSG00000168876,1
ENSG00000168884,1
ENSG00000168890,1
ENSG00000168894,1
ENSG00000168944,1
ENSG00000168958,1
ENSG00000169018,1
ENSG00000169019,1
ENSG00000169020,1
ENSG00000169045,1
ENSG00000169155,1
ENSG00000169189,1
ENSG00000169217,1
ENSG00000169221,1
ENSG00000169223,1
ENSG00000169228,1
ENSG00000169375,1
ENSG00000169398,1
ENSG00000169490,1
ENSG00000169567,1
ENSG00000169598,1
ENSG00000169599,1
ENSG00000169604,1
ENSG00000169609,1
ENSG00000169612,1
ENSG00000169641,1
ENSG00000169660,1
ENSG00000169689,1
ENSG00000169696,1
ENSG00000169727,1
ENSG00000169733,1
ENSG00000169740,1
ENSG00000169756,1
ENSG00000169762,1
ENSG00000169813,1
ENSG00000169814,1
ENSG00000169826,1
ENSG00000169855,1
ENSG00000169857,1
ENSG00000169862,1
ENSG00000169905,1
ENSG00000169914,1
ENSG00000169919,1
ENSG00000169925,1
ENSG00000170004,1
ENSG00000170027,1
ENSG00000170142,1
ENSG00000170222,1
ENSG00000170248,1
ENSG00000170260,1
ENSG00000170264,1
ENSG00000170265,1
ENSG00000170275,1
ENSG00000170291,1
ENSG00000170293,1
ENSG00000170296,1
ENSG00000170310,1
ENSG00000170322,1
ENSG00000170469,1
ENSG00000170471,1
ENSG00000170473,1
ENSG00000170584,1
ENSG00000170604,1
ENSG00000170619,1
ENSG00000170631,1
ENSG00000170633,1
ENSG00000170634,1
ENSG00000170638,1
ENSG00000170653,1
ENSG00000170681,1
ENSG00000170832,1
ENSG00000170836,1
ENSG00000170871,1
ENSG00000170876,1
ENSG00000170881,1
ENSG00000170889,1
ENSG00000170892,1
ENSG00000170906,1
ENSG00000170915,1
ENSG00000170954,1
ENSG00000171004,1
ENSG00000171045,1
ENSG00000171097,1
ENSG00000171105,1
ENSG00000171109,1
ENSG00000171135,1
ENSG00000171155,1
ENSG00000171219,1
ENSG00000171222,1
ENSG00000171262,1
ENSG00000171307,1
ENSG00000171310,1
ENSG00000171311,1
ENSG00000171316,1
ENSG00000171365,1
ENSG00000171425,1
ENSG00000171443,1
ENSG00000171448,1
ENSG00000171475,1
ENSG00000171530,1
ENSG00000171570,1
ENSG00000171574,1
ENSG00000171603,1
ENSG00000171606,1
ENSG00000171612,1
ENSG00000171681,1
ENSG00000171720,1
ENSG00000171723,1
ENSG00000171735,1
ENSG00000171763,1
ENSG00000171824,1
ENSG00000171827,1
ENSG00000171853,1
ENSG00000171858,1
ENSG00000171862,1
ENSG00000171863,1
ENSG00000172046,1
ENSG00000172057,1
ENSG00000172171,1
ENSG00000172239,1
ENSG00000172244,1
ENSG00000172269,1
ENSG00000172292,1
ENSG00000172331,1
ENSG00000172339,1
ENSG00000172428,1
ENSG00000172432,1
ENSG00000172458,1
ENSG00000172465,1
ENSG00000172500,1
ENSG00000172530,1
ENSG00000172531,1
ENSG00000172534,1
ENSG00000172586,1
ENSG00000172590,1
ENSG00000172660,1
ENSG00000172732,1
ENSG00000172757,1
ENSG00000172840,1
ENSG00000172845,1
ENSG00000172939,1
ENSG00000172943,1
ENSG00000172954,1
ENSG00000172977,1
ENSG00000173011,1
ENSG00000173039,1
ENSG00000173040,1
ENSG00000173041,1
ENSG00000173113,1
ENSG00000173120,1
ENSG00000173163,1
ENSG00000173166,1
ENSG00000173171,1
ENSG00000173193,1
ENSG00000173320,1
ENSG00000173327,1
ENSG00000173436,1
ENSG00000173451,1
ENSG00000173517,1
ENSG00000173542,1
ENSG00000173545,1
ENSG00000173548,1
ENSG00000173611,1
ENSG00000173653,1
ENSG00000173692,1
ENSG00000173744,1
ENSG00000173818,1
ENSG00000173846,1
ENSG00000173848,1
ENSG00000173894,1
ENSG00000173914,1
ENSG00000173950,1
ENSG00000173960,1
ENSG00000174010,1
ENSG00000174021,1
ENSG00000174032,1
ENSG00000174106,1
ENSG00000174111,1
ENSG00000174132,1
ENSG00000174151,1
ENSG00000174173,1
ENSG00000174227,1
ENSG00000174231,1
ENSG00000174238,1
ENSG00000174307,1
ENSG00000174365,1
ENSG00000174373,1
ENSG00000174437,1
ENSG00000174456,1
ENSG00000174483,1
ENSG00000174516,1
ENSG00000174529,1
ENSG00000174579,1
ENSG00000174586,1
ENSG00000174606,1
ENSG00000174628,1
ENSG00000174652,1
ENSG00000174684,1
ENSG00000174738,1
ENSG00000174744,1
ENSG00000174748,1
ENSG00000174775,1
ENSG00000174780,1
ENSG00000174796,1
ENSG00000174799,1
ENSG00000174851,1
ENSG00000174891,1
ENSG00000174903,1
ENSG00000174915,1
ENSG00000174917,1
ENSG00000174989,1
ENSG00000174996,1
ENSG00000175061,1
ENSG00000175066,1
ENSG00000175130,1
ENSG00000175166,1
ENSG00000175213,1
ENSG00000175220,1
ENSG00000175221,1
ENSG00000175324,1
ENSG00000175455,1
ENSG00000175467,1
ENSG00000175550,1
ENSG00000175567,1
ENSG00000175581,1
ENSG00000175595,1
ENSG00000175691,1
ENSG00000175707,1
ENSG00000175756,1
ENSG00000175854,1
ENSG00000175895,1
ENSG00000175931,1
ENSG00000176018,1
ENSG00000176024,1
ENSG00000176095,1
ENSG00000176101,1
ENSG00000176105,1
ENSG00000176108,1
ENSG00000176125,1
ENSG00000176209,1
ENSG00000176244,1
ENSG00000176248,1
ENSG00000176261,1
ENSG00000176293,1
ENSG00000176390,1
ENSG00000176406,1
ENSG00000176410,1
ENSG00000176444,1
ENSG00000176476,1
ENSG00000176542,1
ENSG00000176623,1
ENSG00000176715,1
ENSG00000176720,1
ENSG00000176731,1
ENSG00000176783,1
ENSG00000176845,1
ENSG00000176853,1
ENSG00000176896,1
ENSG00000176915,1
ENSG00000176973,1
ENSG00000176978,1
ENSG00000176994,1
ENSG00000177000,1
ENSG00000177030,1
ENSG00000177042,1
ENSG00000177096,1
ENSG00000177156,1
ENSG00000177189,1
ENSG00000177200,1
ENSG00000177225,1
ENSG00000177239,1
ENSG00000177352,1
ENSG00000177370,1
ENSG00000177432,1
ENSG00000177463,1
ENSG00000177485,1
ENSG00000177542,1
ENSG00000177556,1
ENSG00000177576,1
ENSG00000177595,1
ENSG00000177646,1
ENSG00000177674,1
ENSG00000177697,1
ENSG00000177853,1
ENSG00000177868,1
ENSG00000177888,1
ENSG00000177889,1
ENSG00000177943,1
ENSG00000177951,1
ENSG00000177963,1
ENSG00000177981,1
ENSG00000178028,1
ENSG00000178057,1
ENSG00000178096,1
ENSG00000178177,1
ENSG00000178188,1
ENSG00000178202,1
ENSG00000178295,1
ENSG00000178397,1
ENSG00000178498,1
ENSG00000178502,1
ENSG00000178537,1
ENSG00000178585,1
ENSG00000178607,1
ENSG00000178700,1
ENSG00000178718,1
ENSG00000178802,1
ENSG00000178904,1
ENSG00000178913,1
ENSG00000178927,1
ENSG00000178950,1
ENSG00000178951,1
ENSG00000178988,1
ENSG00000179021,1
ENSG00000179085,1
ENSG00000179091,1
ENSG00000179134,1
ENSG00000179151,1
ENSG00000179163,1
ENSG00000179241,1
ENSG00000179262,1
ENSG00000179295,1
ENSG00000179431,1
ENSG00000179526,1
ENSG00000179532,1
ENSG00000179562,1
ENSG00000179632,1
ENSG00000179818,1
ENSG00000179837,1
ENSG00000179933,1
ENSG00000179941,1
ENSG00000179950,1
ENSG00000179988,1
ENSG00000180098,1
ENSG00000180228,1
ENSG00000180336,1
ENSG00000180357,1
ENSG00000180370,1
ENSG00000180398,1
ENSG00000180423,1
ENSG00000180479,1
ENSG00000180537,1
ENSG00000180771,1
ENSG00000180776,1
ENSG00000180815,1
ENSG00000180900,1
ENSG00000180902,1
ENSG00000180921,1
ENSG00000180964,1
ENSG00000180979,1
ENSG00000180992,1
ENSG00000181007,1
ENSG00000181026,1
ENSG00000181027,1
ENSG00000181038,1
ENSG00000181090,1
ENSG00000181191,1
ENSG00000181192,1
ENSG00000181220,1
ENSG00000181222,1
ENSG00000181284,1
ENSG00000181392,1
ENSG00000181396,1
ENSG00000181450,1
ENSG00000181458,1
ENSG00000181481,1
ENSG00000181555,1
ENSG00000181610,1
ENSG00000181638,1
ENSG00000181666,1
ENSG00000181690,1
ENSG00000181704,1
ENSG00000181773,1
ENSG00000181817,1
ENSG00000181873,1
ENSG00000181885,1
ENSG00000181894,1
ENSG00000181904,1
ENSG00000181929,1
ENSG00000181991,1
ENSG00000182087,1
ENSG00000182141,1
ENSG00000182150,1
ENSG00000182165,1
ENSG00000182196,1
ENSG00000182208,1
ENSG00000182220,1
ENSG00000182272,1
ENSG00000182325,1
ENSG00000182504,1
ENSG00000182606,1
ENSG00000182621,1
ENSG00000182628,1
ENSG00000182636,1
ENSG00000182685,1
ENSG00000182796,1
ENSG00000182872,1
ENSG00000182923,1
ENSG00000182944,1
ENSG00000182952,1
ENSG00000182973,1
ENSG00000182979,1
ENSG00000183011,1
ENSG00000183060,1
ENSG00000183077,1
ENSG00000183137,1
ENSG00000183155,1
ENSG00000183172,1
ENSG00000183255,1
ENSG00000183258,1
ENSG00000183291,1
ENSG00000183309,1
ENSG00000183454,1
ENSG00000183495,1
ENSG00000183520,1
ENSG00000183530,1
ENSG00000183576,1
ENSG00000183579,1
ENSG00000183624,1
ENSG00000183655,1
ENSG00000183665,1
ENSG00000183718,1
ENSG00000183723,1
ENSG00000183726,1
ENSG00000183735,1
ENSG00000183741,1
ENSG00000183853,1
ENSG00000183891,1
ENSG00000184007,1
ENSG00000184009,1
ENSG00000184083,1
ENSG00000184154,1
ENSG00000184203,1
ENSG00000184216,1
ENSG00000184271,1
ENSG00000184281,1
ENSG00000184402,1
ENSG00000184436,1
ENSG00000184470,1
ENSG00000184481,1
ENSG00000184515,1
ENSG00000184575,1
ENSG00000184588,1
ENSG00000184613,1
ENSG00000184640,1
ENSG00000184708,1
ENSG00000184752,1
ENSG00000184831,1
ENSG00000184840,1
ENSG00000184900,1
ENSG00000184983,1
ENSG00000185000,1
ENSG00000185009,1
ENSG00000185049,1
ENSG00000185068,1
ENSG00000185088,1
ENSG00000185104,1
ENSG00000185219,1
ENSG00000185246,1
ENSG00000185250,1
ENSG00000185305,1
ENSG00000185324,1
ENSG00000185359,1
ENSG00000185379,1
ENSG00000185418,1
ENSG00000185420,1
ENSG00000185436,1
ENSG00000185475,1
ENSG00000185504,1
ENSG00000185513,1
ENSG00000185619,1
ENSG00000185627,1
ENSG00000185651,1
ENSG00000185684,1
ENSG00000185716,1
ENSG00000185722,1
ENSG00000185728,1
ENSG00000185730,1
ENSG00000185753,1
ENSG00000185787,1
ENSG00000185800,1
ENSG00000185803,1
ENSG00000185842,1
ENSG00000185896,1
ENSG00000185900,1
ENSG00000185920,1
ENSG00000185946,1
ENSG00000185947,1
ENSG00000185973,1
ENSG00000186019,1
ENSG00000186111,1
ENSG00000186141,1
ENSG00000186166,1
ENSG00000186174,1
ENSG00000186197,1
ENSG00000186230,1
ENSG00000186260,1
ENSG00000186280,1
ENSG00000186297,1
ENSG00000186300,1
ENSG00000186312,1
ENSG00000186364,1
ENSG00000186468,1
ENSG00000186501,1
ENSG00000186566,1
ENSG00000186575,1
ENSG00000186603,1
ENSG00000186654,1
ENSG00000186666,1
ENSG00000186684,1
ENSG00000186777,1
ENSG00000186814,1
ENSG00000186815,1
ENSG00000186908,1
ENSG00000186919,1
ENSG00000186998,1
ENSG00000187024,1
ENSG00000187118,1
ENSG00000187239,1
ENSG00000187240,1
ENSG00000187257,1
ENSG00000187325,1
ENSG00000187531,1
ENSG00000187535,1
ENSG00000187605,1
ENSG00000187626,1
ENSG00000187672,1
ENSG00000187741,1
ENSG00000187742,1
ENSG00000187778,1
ENSG00000187790,1
ENSG00000187800,1
ENSG00000187815,1
ENSG00000187860,1
ENSG00000187954,1
ENSG00000187959,1
ENSG00000188010,1
ENSG00000188021,1
ENSG00000188070,1
ENSG00000188186,1
ENSG00000188215,1
ENSG00000188229,1
ENSG00000188243,1
ENSG00000188283,1
ENSG00000188315,1
ENSG00000188321,1
ENSG00000188322,1
ENSG00000188352,1
ENSG00000188419,1
ENSG00000188428,1
ENSG00000188493,1
ENSG00000188559,1
ENSG00000188566,1
ENSG00000188603,1
ENSG00000188629,1
ENSG00000188677,1
ENSG00000188785,1
ENSG00000188827,1
ENSG00000188846,1
ENSG00000188878,1
ENSG00000188917,1
ENSG00000188938,1
ENSG00000188986,1
ENSG00000189043,1
ENSG00000189091,1
ENSG00000189227,1
ENSG00000189298,1
ENSG00000189308,1
ENSG00000189362,1
ENSG00000196118,1
ENSG00000196123,1
ENSG00000196151,1
ENSG00000196152,1
ENSG00000196214,1
ENSG00000196230,1
ENSG00000196233,1
ENSG00000196235,1
ENSG00000196236,1
ENSG00000196247,1
ENSG00000196262,1
ENSG00000196284,1
ENSG00000196290,1
ENSG00000196345,1
ENSG00000196352,1
ENSG00000196365,1
ENSG00000196367,1
ENSG00000196378,1
ENSG00000196387,1
ENSG00000196396,1
ENSG00000196411,1
ENSG00000196428,1
ENSG00000196440,1
ENSG00000196455,1
ENSG00000196459,1
ENSG00000196465,1
ENSG00000196470,1
ENSG00000196476,1
ENSG00000196498,1
ENSG00000196505,1
ENSG00000196510,1
ENSG00000196531,1
ENSG00000196549,1
ENSG00000196569,1
ENSG00000196588,1
ENSG00000196646,1
ENSG00000196652,1
ENSG00000196659,1
ENSG00000196663,1
ENSG00000196700,1
ENSG00000196756,1
ENSG00000196814,1
ENSG00000196821,1
ENSG00000196865,1
ENSG00000196867,1
ENSG00000196911,1
ENSG00000196914,1
ENSG00000196922,1
ENSG00000196935,1
ENSG00000196950,1
ENSG00000196961,1
ENSG00000196967,1
ENSG00000196968,1
ENSG00000197006,1
ENSG00000197013,1
ENSG00000197045,1
ENSG00000197050,1
ENSG00000197056,1
ENSG00000197062,1
ENSG00000197077,1
ENSG00000197081,1
ENSG00000197093,1
ENSG00000197111,1
ENSG00000197114,1
ENSG00000197121,1
ENSG00000197128,1
ENSG00000197136,1
ENSG00000197147,1
ENSG00000197170,1
ENSG00000197223,1
ENSG00000197226,1
ENSG00000197265,1
ENSG00000197279,1
ENSG00000197302,1
ENSG00000197312,1
ENSG00000197323,1
ENSG00000197363,1
ENSG00000197372,1
ENSG00000197375,1
ENSG00000197381,1
ENSG00000197386,1
ENSG00000197417,1
ENSG00000197496,1
ENSG00000197548,1
ENSG00000197562,1
ENSG00000197579,1
ENSG00000197619,1
ENSG00000197622,1
ENSG00000197701,1
ENSG00000197756,1
ENSG00000197763,1
ENSG00000197771,1
ENSG00000197798,1
ENSG00000197808,1
ENSG00000197818,1
ENSG00000197857,1
ENSG00000197858,1
ENSG00000197860,1
ENSG00000197863,1
ENSG00000197885,1
ENSG00000197894,1
ENSG00000197905,1
ENSG00000197912,1
ENSG00000197930,1
ENSG00000197951,1
ENSG00000197958,1
ENSG00000197982,1
ENSG00000198001,1
ENSG00000198018,1
ENSG00000198026,1
ENSG00000198034,1
ENSG00000198040,1
ENSG00000198093,1
ENSG00000198105,1
ENSG00000198146,1
ENSG00000198160,1
ENSG00000198169,1
ENSG00000198185,1
ENSG00000198218,1
ENSG00000198231,1
ENSG00000198242,1
ENSG00000198258,1
ENSG00000198276,1
ENSG00000198315,1
ENSG00000198356,1
ENSG00000198373,1
ENSG00000198393,1
ENSG00000198399,1
ENSG00000198420,1
ENSG00000198453,1
ENSG00000198492,1
ENSG00000198498,1
ENSG00000198546,1
ENSG00000198553,1
ENSG00000198556,1
ENSG00000198563,1
ENSG00000198586,1
ENSG00000198589,1
ENSG00000198598,1
ENSG00000198625,1
ENSG00000198646,1
ENSG00000198648,1
ENSG00000198663,1
ENSG00000198677,1
ENSG00000198692,1
ENSG00000198715,1
ENSG00000198718,1
ENSG00000198721,1
ENSG00000198728,1
ENSG00000198740,1
ENSG00000198746,1
ENSG00000198752,1
ENSG00000198783,1
ENSG00000198791,1
ENSG00000198793,1
ENSG00000198815,1
ENSG00000198818,1
ENSG00000198825,1
ENSG00000198837,1
ENSG00000198838,1
ENSG00000198839,1
ENSG00000198841,1
ENSG00000198858,1
ENSG00000198863,1
ENSG00000198876,1
ENSG00000198894,1
ENSG00000198898,1
ENSG00000198911,1
ENSG00000198912,1
ENSG00000198915,1
ENSG00000198919,1
ENSG00000198924,1
ENSG00000198931,1
ENSG00000198933,1
ENSG00000198954,1
ENSG00000198961,1
ENSG00000198964,1
ENSG00000200530,1
ENSG00000200729,1
ENSG00000203666,1
ENSG00000203705,1
ENSG00000203791,1
ENSG00000203875,1
ENSG00000203965,1
ENSG00000204070,1
ENSG00000204104,1
ENSG00000204120,1
ENSG00000204138,1
ENSG00000204220,1
ENSG00000204227,1
ENSG00000204257,1
ENSG00000204271,1
ENSG00000204272,1
ENSG00000204315,1
ENSG00000204316,1
ENSG00000204344,1
ENSG00000204348,1
ENSG00000204351,1
ENSG00000204356,1
ENSG00000204386,1
ENSG00000204387,1
ENSG00000204390,1
ENSG00000204435,1
ENSG00000204439,1
ENSG00000204469,1
ENSG00000204524,1
ENSG00000204560,1
ENSG00000204564,1
ENSG00000204568,1
ENSG00000204576,1
ENSG00000204590,1
ENSG00000204592,1
ENSG00000204599,1
ENSG00000204628,1
ENSG00000204634,1
ENSG00000204673,1
ENSG00000204713,1
ENSG00000204764,1
ENSG00000204822,1
ENSG00000204852,1
ENSG00000204859,1
ENSG00000204946,1
ENSG00000204977,1
ENSG00000205060,1
ENSG00000205268,1
ENSG00000205323,1
ENSG00000205339,1
ENSG00000205352,1
ENSG00000205531,1
ENSG00000205544,1
ENSG00000205560,1
ENSG00000205581,1
ENSG00000205629,1
ENSG00000205659,1
ENSG00000205726,1
ENSG00000205978,1
ENSG00000206053,1
ENSG00000206573,1
ENSG00000213079,1
ENSG00000213221,1
ENSG00000213246,1
ENSG00000213281,1
ENSG00000213297,1
ENSG00000213390,1
ENSG00000213463,1
ENSG00000213468,1
ENSG00000213516,1
ENSG00000213523,1
ENSG00000213533,1
ENSG00000213672,1
ENSG00000213689,1
ENSG00000213762,1
ENSG00000213865,1
ENSG00000213903,1
ENSG00000213928,1
ENSG00000213930,1
ENSG00000213983,1
ENSG00000213995,1
ENSG00000214013,1
ENSG00000214014,1
ENSG00000214026,1
ENSG00000214029,1
ENSG00000214078,1
ENSG00000214253,1
ENSG00000214265,1
ENSG00000214367,1
ENSG00000214413,1
ENSG00000214517,1
ENSG00000215012,1
ENSG00000215041,1
ENSG00000215114,1
ENSG00000215301,1
ENSG00000215421,1
ENSG00000215570,1
ENSG00000215695,1
ENSG00000215712,1
ENSG00000215845,1
ENSG00000217930,1
ENSG00000218336,1
ENSG00000218510,1
ENSG00000219545,1
ENSG00000221823,1
ENSG00000221890,1
ENSG00000221909,1
ENSG00000221914,1
ENSG00000221978,1
ENSG00000223501,1
ENSG00000223959,1
ENSG00000224051,1
ENSG00000224078,1
ENSG00000224113,1
ENSG00000224186,1
ENSG00000224407,1
ENSG00000224420,1
ENSG00000224505,1
ENSG00000224877,1
ENSG00000225733,1
ENSG00000227198,1
ENSG00000227372,1
ENSG00000227500,1
ENSG00000227671,1
ENSG00000228106,1
ENSG00000228172,1
ENSG00000228224,1
ENSG00000228449,1
ENSG00000228474,1
ENSG00000228509,1
ENSG00000229117,1
ENSG00000229481,1
ENSG00000230055,1
ENSG00000230989,1
ENSG00000231025,1
ENSG00000231074,1
ENSG00000232119,1
ENSG00000232495,1
ENSG00000233016,1
ENSG00000233177,1
ENSG00000233927,1
ENSG00000234608,1
ENSG00000234741,1
ENSG00000235381,1
ENSG00000235859,1
ENSG00000235919,1
ENSG00000235989,1
ENSG00000236901,1
ENSG00000237126,1
ENSG00000237190,1
ENSG00000237441,1
ENSG00000237765,1
ENSG00000238105,1
ENSG00000238227,1
ENSG00000238280,1
ENSG00000238917,1
ENSG00000239665,1
ENSG00000239857,1
ENSG00000240053,1
ENSG00000240230,1
ENSG00000240344,1
ENSG00000240368,1
ENSG00000240682,1
ENSG00000240771,1
ENSG00000241186,1
ENSG00000241399,1
ENSG00000241468,1
ENSG00000241472,1
ENSG00000241553,1
ENSG00000241837,1
ENSG00000241945,1
ENSG00000241973,1
ENSG00000242372,1
ENSG00000242612,1
ENSG00000242797,1
ENSG00000243232,1
ENSG00000243317,1
ENSG00000243884,1
ENSG00000243927,1
ENSG00000243989,1
ENSG00000244038,1
ENSG00000244045,1
ENSG00000244270,1
ENSG00000244380,1
ENSG00000244462,1
ENSG00000244687,1
ENSG00000244754,1
ENSG00000244879,1
ENSG00000245410,1
ENSG00000245532,1
ENSG00000245910,1
ENSG00000245937,1
ENSG00000246082,1
ENSG00000246859,1
ENSG00000247400,1
ENSG00000248045,1
ENSG00000248275,1
ENSG00000248383,1
ENSG00000249158,1
ENSG00000249709,1
ENSG00000249915,1
ENSG00000250009,1
ENSG00000250312,1
ENSG00000250571,1
ENSG00000250988,1
ENSG00000251022,1
ENSG00000251192,1
ENSG00000251247,1
ENSG00000251602,1
ENSG00000251664,1
ENSG00000253144,1
ENSG00000253305,1
ENSG00000253352,1
ENSG00000253710,1
ENSG00000253738,1
ENSG00000253797,1
ENSG00000253846,1
ENSG00000253972,1
ENSG00000253982,1
ENSG00000254004,1
ENSG00000254122,1
ENSG00000254307,1
ENSG00000254505,1
ENSG00000254549,1
ENSG00000254685,1
ENSG00000254858,1
ENSG00000254873,1
ENSG00000254986,1
ENSG00000255173,1
ENSG00000255242,1
ENSG00000255302,1
ENSG00000256045,1
ENSG00000256053,1
ENSG00000256223,1
ENSG00000256225,1
ENSG00000256294,1
ENSG00000256304,1
ENSG00000256661,1
ENSG00000256683,1
ENSG00000256712,1
ENSG00000256771,1
ENSG00000256989,1
ENSG00000257103,1
ENSG00000257151,1
ENSG00000257267,1
ENSG00000257337,1
ENSG00000257386,1
ENSG00000257390,1
ENSG00000257621,1
ENSG00000257647,1
ENSG00000257727,1
ENSG00000258056,1
ENSG00000258297,1
ENSG00000258301,1
ENSG00000258317,1
ENSG00000258366,1
ENSG00000258664,1
ENSG00000258889,1
ENSG00000258890,1
ENSG00000259049,1
ENSG00000001036,2
ENSG00000001630,2
ENSG00000004864,2
ENSG00000005020,2
ENSG00000005448,2
ENSG00000005884,2
ENSG00000005893,2
ENSG00000006007,2
ENSG00000006042,2
ENSG00000006459,2
ENSG00000006740,2
ENSG00000006831,2
ENSG00000007237,2
ENSG00000008311,2
ENSG00000009335,2
ENSG00000009830,2
ENSG00000011105,2
ENSG00000011198,2
ENSG00000012232,2
ENSG00000012660,2
