Chimpanzee Human
ENSG00000011201 0.526783692013811 0.703384993100909
ENSG00000011243 0.390449327556287 0.194963149787793
ENSG00000011258 0.403242346011996 0.055535339750161
ENSG00000011275 0.826829515219709 0.0772447680520871
ENSG00000011376 0.993642762195861 0.363567703175695
ENSG00000011405 0.990712980464722 0.109972399289126
ENSG00000011422 0.93177706415937 0.162858313078577
ENSG00000011485 0.070071791203597 0.156355891702434
ENSG00000011523 0.932562482957165 0.329285753964559
ENSG00000011566 0.289369489971061 0.132794039765073
ENSG00000011638 0.930845986474185 0.810247804178169
ENSG00000012061 0.269560774826674 0.592584797501343
ENSG00000012171 0.330893815507716 0.48066195538033
ENSG00000012174 0.13350817678569 0.197730831315064
ENSG00000012232 0.450662865695157 0.0728167043140187
ENSG00000012963 0.190294150977053 0.175009865891297
ENSG00000013016 0.63622092167163 0.175437858031796
ENSG00000013275 0.246936791828359 0.227517238152388
ENSG00000013288 0.30630148438254 0.116625840962748
ENSG00000013297 0.638785523752545 0.495744631634797
ENSG00000013306 0.658223835503905 0.0920826333551318
ENSG00000013364 0.693068320094576 0.414395274229284
ENSG00000013374 0.954919503071111 0.203111756140696
ENSG00000013375 0.730426191772111 0.258786582360667
ENSG00000013392 0.327432857079011 0.35460134549588
ENSG00000013441 0.875314337592093 0.182215171545936
ENSG00000013503 0.13186219878292 0.396867677955969
ENSG00000013523 0.219509777172845 0.190741736524463
ENSG00000013561 0.242327711963463 0.0611830114381327
ENSG00000013583 0.66518384875122 0.0662770456210464
ENSG00000014138 0.635640075447171 0.449761258963226
ENSG00000014216 0.639740192965283 0.609130710555734
ENSG00000014914 0.822508229974801 0.34401994335086
ENSG00000014919 0.76707983620153 0.231591194489092
ENSG00000015153 0.578135403391089 0.18467105012067
ENSG00000015171 0.619164703456195 0.0558713464146998
ENSG00000015475 0.575447141154465 0.0656514767842467
ENSG00000015479 0.149135316782912 0.0995740892497673
ENSG00000015532 0.529870684979772 0.863306447677579
ENSG00000015676 0.451785048640666 0.217878991105647
ENSG00000017260 0.287987827663124 0.299125861890374
ENSG00000017483 0.575641909939663 0.463299322647989
ENSG00000017797 0.490247225576473 0.0576167397948135
ENSG00000018408 0.192588710060673 0.18033536305328
ENSG00000018510 0.452860845385771 0.45855790669083
ENSG00000018625 0.563855426156437 0.624256237575471
ENSG00000018699 0.285310866854511 0.0588133083914099
ENSG00000018869 0.278151368052755 0.484003436145812
ENSG00000019144 0.352142356194773 0.296375502135272
ENSG00000019582 0.513070836589068 0.55342256969192
ENSG00000020181 0.328634184467024 0.399917712252529
ENSG00000020256 0.844217277772161 0.403549325935246
ENSG00000020426 0.131150377955712 0.342961910905082
ENSG00000020922 0.856385455975392 0.846904953949155
ENSG00000021300 0.472628809407365 0.292967434260506
ENSG00000021355 0.96283176438129 0.62877241593527
ENSG00000021826 0.277630054473119 0.358451022119652
ENSG00000022267 0.399532404614084 0.0860976058974399
ENSG00000022277 0.5457264321969 0.33019457198776
ENSG00000022567 0.113367906350897 0.107976214605758
ENSG00000022840 0.148305892984561 0.774524327700178
ENSG00000022976 0.536314950924159 0.330567245700537
ENSG00000023041 0.427475296545074 0.845333236221102
ENSG00000023191 0.299906448474623 0.0736367363666947
ENSG00000023228 0.973484026782496 0.474076676902463
ENSG00000023318 0.394408391766679 0.0717466203721269
ENSG00000023330 0.192091801590254 0.378466520469725
ENSG00000023572 0.829545481078734 0.605240721621028
ENSG00000023608 0.100027859587364 0.556855087562321
ENSG00000023697 0.690419774852954 0.0950519980312976
ENSG00000023892 0.629928549449145 0.360180630644353
ENSG00000023902 0.180272038933914 0.814411256701721
ENSG00000023909 0.179812832511777 0.442947739444603
ENSG00000024048 0.110120815508187 0.566829303295073
ENSG00000024422 0.465128198201497 0.119222272383121
ENSG00000025156 0.767700618210457 0.275256100100977
ENSG00000025293 0.0615656729978977 0.210957207289761
ENSG00000025434 0.657062407556969 0.108384550440436
ENSG00000025770 0.132842331777563 0.0577588751257119
ENSG00000025772 0.668045072083764 0.382200133293852
ENSG00000025796 0.382802918358329 0.140005982616299
ENSG00000025800 0.876071511171008 0.0534586052279016
ENSG00000026025 0.0698904180848698 0.441971042369029
ENSG00000026297 0.718740039487564 0.109837855971563
ENSG00000026508 0.809593374669174 0.304400426761711
ENSG00000026652 0.692980998622095 0.230679892357783
ENSG00000027001 0.284879339898549 0.145350533675527
ENSG00000027697 0.24980437961148 0.361456869962587
ENSG00000028116 0.295338243226086 0.38398152740843
ENSG00000028203 0.0847614203909841 0.672556449829826
ENSG00000028310 0.914811566129306 0.13276693625736
ENSG00000028528 0.601780460357624 0.248807171232927
ENSG00000028839 0.993784725181316 0.173208784862213
ENSG00000029153 0.153480983159385 0.444428815559393
ENSG00000029363 0.289431866655095 0.272019574026045
ENSG00000029364 0.33411873450298 0.228695375127068
ENSG00000029534 0.334839049094585 0.351283379315056
ENSG00000029639 0.905602281408615 0.865398535896692
ENSG00000029725 0.504333863262836 0.143648899160689
ENSG00000029993 0.656873309826334 0.482405697275938
ENSG00000030066 0.244076961349596 0.0576328378380065
ENSG00000030419 0.104371370083096 0.0699213454571705
ENSG00000030582 0.237044509380111 0.697865598788525
ENSG00000031081 0.0813972181236438 0.209934365769314
ENSG00000032219 0.609060424017273 0.349118607513467
ENSG00000032389 0.296507567409739 0.124923290859808
ENSG00000032444 0.570592059936486 0.820759770569623
ENSG00000032742 0.749990483543635 0.319077963396149
ENSG00000033011 0.421658238294905 0.210733778464188
ENSG00000033100 0.198057763022105 0.356252944544914
ENSG00000033170 0.192237691350647 0.362266438129721
ENSG00000033178 0.212897562092495 0.390154812621493
ENSG00000033627 0.468637699014706 0.841509768495931
ENSG00000033800 0.171357798227248 0.0918489170290426
ENSG00000034053 0.10113655571088 0.46833045189188
ENSG00000034152 0.415371256984892 0.39672041237863
ENSG00000034533 0.202181680102602 0.540435083459836
ENSG00000034677 0.849844440604159 0.426894728226709
ENSG00000034693 0.0929067744056375 0.201782955575811
ENSG00000034713 0.66548669677386 0.129234351074527
ENSG00000035115 0.674949640252172 0.427751620472944
ENSG00000035141 0.996157248197337 0.375220319960866
ENSG00000035681 0.56352214083706 0.517880897787752
ENSG00000035687 0.511587373103942 0.662184073670636
ENSG00000035862 0.75329591958642 0.67621263984697
ENSG00000035928 0.559074000482732 0.761749890771419
ENSG00000036257 0.55818576755984 0.200843112202617
ENSG00000036549 0.166267341537856 0.557027733634156
ENSG00000037241 0.643784085380644 0.070189383486279
ENSG00000037280 0.841763319168652 0.693514736530823
ENSG00000037637 0.438641955813649 0.52038066176841
ENSG00000037749 0.494031601827944 0.47705033180938
ENSG00000037757 0.535417751885255 0.950371764971854
ENSG00000037897 0.440283380430613 0.187078503053794
ENSG00000038002 0.114863170735635 0.885782228393753
ENSG00000038219 0.639202595956037 0.214394993631625
ENSG00000038274 0.937633136168722 0.186151953997677
ENSG00000038427 0.165561189528906 0.308644636458129
ENSG00000038532 0.878230234746129 0.0922821707692347
ENSG00000039068 0.829630554615975 0.527300462098656
ENSG00000039123 0.229731032715513 0.160565586207355
ENSG00000039319 0.54486835099 0.100246319505852
ENSG00000039523 0.784076509641004 0.158433839348748
ENSG00000040275 0.656782265686025 0.0785822303470394
ENSG00000040341 0.904708463552465 0.63726672856559
ENSG00000040487 0.428145766441155 0.288831282835438
ENSG00000040531 0.816431004601162 0.18107086100498
ENSG00000040608 0.0822757671358776 0.487978337819843
ENSG00000041802 0.334958175606162 0.110724886790027
ENSG00000041880 0.714227626124094 0.697983192870277
ENSG00000041982 0.500616667598379 0.290027055119383
ENSG00000041988 0.458264072868 0.643559715521914
ENSG00000042088 0.463205410335987 0.343067952147545
ENSG00000042286 0.840750993149412 0.0543430750209748
ENSG00000042317 0.470996847711355 0.19640963125912
ENSG00000042429 0.378822311736022 0.28912083586436
ENSG00000042445 0.463269659784324 0.527048869528308
ENSG00000042493 0.543660127563898 0.355869813827652
ENSG00000043093 0.296090733599863 0.214041590575514
ENSG00000043143 0.765807780613002 0.0766644553844607
ENSG00000044090 0.132182121556726 0.224712152631107
ENSG00000044115 0.300253470140944 0.223424582537926
ENSG00000044459 0.88730979716521 0.803947925233238
ENSG00000044574 0.528718760341533 0.0558467289801932
ENSG00000046604 0.136614576104735 0.194974249941001
ENSG00000046651 0.429884178877226 0.472247755453502
ENSG00000046653 0.679400423074403 0.0625444289076648
ENSG00000046889 0.381307957429836 0.979887854547358
ENSG00000047056 0.484960419668263 0.22759747717532
ENSG00000047188 0.22920714905104 0.139805859128329
ENSG00000047230 0.375117795017405 0.224093101284986
ENSG00000047315 0.61942012096079 0.191487386381284
ENSG00000047346 0.67207990370279 0.108476953195021
ENSG00000047410 0.477504829454256 0.0594890302726959
ENSG00000047578 0.217932350579157 0.0672583369123435
ENSG00000047579 0.253315465843062 0.126152079152173
ENSG00000047621 0.840805013453138 0.50019923769875
ENSG00000047932 0.646452535706694 0.333294434595427
ENSG00000048028 0.387872659543991 0.277687027395276
ENSG00000048052 0.980387342204827 0.739400318173381
ENSG00000048342 0.647871599786922 0.243449692220271
ENSG00000048392 0.325299301145029 0.583520894929437
ENSG00000048405 0.333954811174037 0.310100769974633
ENSG00000048740 0.795823292704269 0.211875636934166
ENSG00000048828 0.266179496311638 0.110373746404715
ENSG00000049130 0.774997853447953 0.526136586055599
ENSG00000049167 0.252195976353836 0.556349209016795
ENSG00000049239 0.704728203403058 0.101954727255243
ENSG00000049245 0.435255075890458 0.738518256312665
ENSG00000049246 0.634894314942933 0.227901016442396
ENSG00000049323 0.306270813591045 0.507808858833328
ENSG00000049656 0.569681438610856 0.125452564207708
ENSG00000049759 0.487300736386145 0.0956772590346875
ENSG00000049860 0.205691805140271 0.855610075327249
ENSG00000050130 0.423685322521422 0.129665186190778
ENSG00000050165 0.734415885507948 0.608289898391013
ENSG00000050327 0.30819049480571 0.0847074345201655
ENSG00000050344 0.863541206247956 0.900635422866657
ENSG00000050393 0.632360264123182 0.253215731151735
ENSG00000050405 0.68971423703055 0.0570473754053562
ENSG00000050426 0.944283690946936 0.505444959938291
ENSG00000050555 0.585193420843278 0.681616984179667
ENSG00000050748 0.0663152003894654 0.79879595991923
ENSG00000051009 0.203481111104393 0.327679026185948
ENSG00000051108 0.719993840648531 0.0857600431067884
ENSG00000051128 0.419093968360478 0.591809471540941
ENSG00000051180 0.409680602702902 0.429064452955417
ENSG00000051382 0.290049790769264 0.570510926687432
ENSG00000051523 0.0900931085059805 0.0616658486303964
ENSG00000051620 0.318588192585946 0.0641771850203883
ENSG00000051825 0.778215139911908 0.417041819383318
ENSG00000052126 0.871292500696086 0.292340501697137
ENSG00000052344 0.404960308596368 0.45604734759912
ENSG00000052749 0.499268244726177 0.700263301280501
ENSG00000052795 0.626565601642712 0.0798340042157185
ENSG00000052802 0.647110358168299 0.173751325723918
ENSG00000052841 0.183331977263768 0.370969540848116
ENSG00000053254 0.912378070769628 0.175676085253316
ENSG00000053501 0.642097804456108 0.0517131914796822
ENSG00000053524 0.276407301550567 0.878042343940016
ENSG00000053770 0.319743358632035 0.254743788794447
ENSG00000053900 0.402186365406301 0.45745275997017
ENSG00000054116 0.605926719893404 0.18504557802814
ENSG00000054267 0.456090066446372 0.254990209808923
ENSG00000054282 0.86073023977403 0.426755916918628
ENSG00000054523 0.413513941416547 0.0647866162648553
ENSG00000054611 0.316775753363831 0.614163430884684
ENSG00000054654 0.359907254887361 0.119602603107155
ENSG00000054690 0.230999273670694 0.0854303014298214
ENSG00000054967 0.351130754843175 0.394922900241807
ENSG00000054983 0.769375548766069 0.739447197347383
ENSG00000055044 0.0932387695780729 0.50837242060281
ENSG00000055130 0.628465526782267 0.132101726809943
ENSG00000055147 0.573593814030436 0.175045399190132
ENSG00000055163 0.868543089077517 0.705064994704933
ENSG00000055208 0.289909731034956 0.166101298247182
ENSG00000055211 0.979929093651745 0.460065825541508
ENSG00000055332 0.537305737020081 0.340267474453066
ENSG00000055483 0.733604915207912 0.076321213510909
ENSG00000055609 0.141591815818152 0.0945807385235253
ENSG00000055917 0.759153834610526 0.137592662538801
ENSG00000056277 0.607864062417822 0.131142946225437
ENSG00000056487 0.18318449805257 0.218252907738373
ENSG00000056586 0.703441855842265 0.120682365272373
ENSG00000056736 0.85257435444116 0.435651673174696
ENSG00000056972 0.10629695497115 0.124679183912552
ENSG00000056998 0.718285885749613 0.529846607788539
ENSG00000057019 0.391863154665554 0.126997302071026
ENSG00000057252 0.264356070618535 0.225449109557602
ENSG00000057294 0.747286779099512 0.199063369048498
ENSG00000057657 0.100600084249988 0.124581511569504
ENSG00000057663 0.120642167634999 0.114326349898149
ENSG00000058063 0.251997198904223 0.244246693716148
ENSG00000058085 0.923179250699881 0.127213297062089
ENSG00000058091 0.451489140011304 0.302215808476847
ENSG00000058262 0.880132849179625 0.421365954300894
ENSG00000058272 0.45629762285724 0.15654745678498
ENSG00000058453 0.550136080467232 0.177882259437001
ENSG00000058600 0.195721171253131 0.277084613862018
ENSG00000058668 0.969746297783772 0.0597711916299059
ENSG00000058673 0.0953500624642238 0.0752739679716972
ENSG00000058729 0.0642248898785729 0.291661686474216
ENSG00000058799 0.677297113094351 0.397478503089608
ENSG00000058804 0.624031799058032 0.0578293780136222
ENSG00000059573 0.36001388949893 0.425757915924698
ENSG00000059588 0.808699819951445 0.380028281072777
ENSG00000059691 0.61863819584133 0.264191973762041
ENSG00000059728 0.221550972426803 0.561999656467769
ENSG00000059758 0.502908756320073 0.548338425991089
ENSG00000059769 0.0700421480762323 0.246284764750458
ENSG00000059804 0.98636001141399 0.213097463571435
ENSG00000060069 0.69037664701255 0.203305068242617
ENSG00000060138 0.674081772525153 0.37432307000438
ENSG00000060140 0.122404914201007 0.114898193646347
ENSG00000060237 0.40374674152631 0.173100321081725
ENSG00000060339 0.410583893007083 0.0859778364100523
ENSG00000060491 0.441395461377708 0.211177777110371
ENSG00000060642 0.409992205469591 0.255518042409791
ENSG00000060656 0.954955917173018 0.337285951851853
ENSG00000060688 0.747297380791866 0.238938663288518
ENSG00000060718 0.378050445598887 0.316145201913884
ENSG00000060762 0.719525869698135 0.275014387830956
ENSG00000060971 0.0851522427678402 0.420987328694115
ENSG00000060982 0.885197365599686 0.647591071242228
ENSG00000061273 0.115607757550765 0.168807647428329
ENSG00000061337 0.93232972434213 0.0842435565708389
ENSG00000061676 0.305866840854877 0.901101404661679
ENSG00000061794 0.335173404319552 0.330792609358344
ENSG00000061936 0.13538478751118 0.546747252925281
ENSG00000061938 0.471962284912171 0.315055298025456
ENSG00000061987 0.373666687252919 0.153749925881967
ENSG00000062038 0.97251199529085 0.905078076852356
ENSG00000062194 0.544047458325057 0.292205211546866
ENSG00000062485 0.401776743407548 0.0817052786020367
ENSG00000062598 0.552777209777717 0.28794611511436
ENSG00000062650 0.110704845536748 0.475207208118168
ENSG00000062716 0.109996268983137 0.572439814407104
ENSG00000062725 0.221636661148993 0.116878633852571
ENSG00000062822 0.192610780023017 0.247191790240035
ENSG00000063176 0.324114292323618 0.210804231384391
ENSG00000063180 0.332409936154038 0.0987580631235284
ENSG00000063241 0.524408168083944 0.193676570930865
ENSG00000063660 0.223785325969184 0.131284363747144
ENSG00000063761 0.991795064717714 0.31925736458988
ENSG00000064012 0.209507997213001 0.386498390816666
ENSG00000064042 0.993093621954648 0.550161136382183
ENSG00000064102 0.202743620929974 0.366646589549995
ENSG00000064115 0.636436538480294 0.691559896675352
ENSG00000064300 0.0649546346794305 0.383016248258015
ENSG00000064309 0.563720153219059 0.285877644747688
ENSG00000064313 0.0604015992865288 0.096767915241825
ENSG00000064393 0.578095403128303 0.270719895448038
ENSG00000064545 0.208874267465677 0.111065403660995
ENSG00000064547 0.191648091415605 0.351490987685953
ENSG00000064601 0.137419235588364 0.0603431799561472
ENSG00000064607 0.618868337879723 0.0751735515176362
ENSG00000064651 0.910322813410988 0.141500978988331
ENSG00000064655 0.219096052716748 0.996696317505227
ENSG00000064687 0.99411196331202 0.216777002880934
ENSG00000064703 0.494154501676731 0.0572884203444816
ENSG00000064726 0.144498622303045 0.0903702457733423
ENSG00000064763 0.825367845075678 0.457991952337508
ENSG00000064932 0.318574164702108 0.134519292809858
ENSG00000064933 0.792568177495572 0.503245250512233
ENSG00000064961 0.0578223756326426 0.122247513886056
ENSG00000064999 0.713088909879119 0.10116264768473
ENSG00000065029 0.187977114998899 0.546779588184607
ENSG00000065135 0.251462490331569 0.178490320117065
ENSG00000065150 0.078325400668852 0.485688874901452
ENSG00000065154 0.326737918030278 0.217406312520014
ENSG00000065183 0.787562969507247 0.507817517171246
ENSG00000065268 0.166223315888967 0.0594246659472787
ENSG00000065357 0.178481805911966 0.238583572554285
ENSG00000065361 0.466600034032248 0.79061026164701
ENSG00000065427 0.326243419565364 0.528234442809525
ENSG00000065457 0.621243491592229 0.054363794460647
ENSG00000065485 0.800234526579708 0.605451790855187
ENSG00000065518 0.684035915160446 0.181942892358894
ENSG00000065526 0.935824738663763 0.131182927585024
ENSG00000065534 0.200370830444103 0.0790582115174563
ENSG00000065548 0.579982466621786 0.227087937547099
ENSG00000065600 0.580502332217101 0.344841606039882
ENSG00000065613 0.317728376848229 0.0544307911856816
ENSG00000065615 0.980935533311329 0.0532509019330624
ENSG00000065621 0.502658670306375 0.721968472731669
ENSG00000065665 0.767726158127913 0.261810175878858
ENSG00000065675 0.566085753864932 0.253426270522552
ENSG00000065717 0.736779209199021 0.882043086344789
ENSG00000065802 0.362810493597303 0.0595096500320225
ENSG00000065809 0.192944455931932 0.522593669666347
ENSG00000065833 0.324724391825245 0.222986473447162
ENSG00000065882 0.210200693748025 0.130768426135759
ENSG00000065883 0.76499471781323 0.0743955005132317
ENSG00000065911 0.543276572457883 0.138124378893777
ENSG00000065970 0.0992604909490806 0.241578305629369
ENSG00000065978 0.702800805728013 0.666128072668813
ENSG00000066027 0.601499157017789 0.490836578138565
ENSG00000066084 0.259068777746509 0.13298856279494
ENSG00000066135 0.40553848845274 0.0739965784000012
ENSG00000066279 0.932500167488564 0.133716362973962
ENSG00000066322 0.696009149175565 0.670635577606534
ENSG00000066379 0.782044710727738 0.0806125238192015
ENSG00000066422 0.166520407959842 0.180093218333381
ENSG00000066427 0.21318992868005 0.0681214307094649
ENSG00000066455 0.466295825553351 0.187522692296416
ENSG00000066468 0.963019885954003 0.358974343134921
ENSG00000066557 0.296671623780442 0.114727162276479
ENSG00000066583 0.565874788533651 0.263336345695157
ENSG00000066629 0.749151276119241 0.386681312671112
ENSG00000066651 0.711609117580506 0.409218298949834
ENSG00000066654 0.81036183305567 0.0892968504161789
ENSG00000066697 0.502666531716234 0.807203534173148
ENSG00000066735 0.791461283874131 0.163319102689378
ENSG00000066739 0.236841504796662 0.674773766335347
ENSG00000066777 0.0633973202445071 0.371221115528939
ENSG00000066855 0.26273051783272 0.353696696895618
ENSG00000066926 0.7072178659176 0.260979552837149
ENSG00000067057 0.585948294910748 0.237603320894428
ENSG00000067064 0.564708823624994 0.379572874655188
ENSG00000067082 0.755112498761604 0.155963563990127
ENSG00000067113 0.975876198701446 0.381927871152369
ENSG00000067141 0.434294633138383 0.0882504413645457
ENSG00000067177 0.785863818045654 0.0885388859605689
ENSG00000067182 0.699144442799815 0.569710820531078
ENSG00000067191 0.350428537475006 0.35903735845696
ENSG00000067208 0.342367889718147 0.689977190831892
ENSG00000067225 0.580095577425088 0.420593827303875
ENSG00000067248 0.347009217391809 0.245985988231846
ENSG00000067334 0.439446924990797 0.157337425889851
ENSG00000067533 0.0631712135702326 0.498055611298227
ENSG00000067560 0.645910624786218 0.167039626500495
ENSG00000067596 0.532603569510892 0.0588919274015556
ENSG00000067606 0.641750702825778 0.438434061156785
ENSG00000067704 0.259191054419948 0.529628688762566
ENSG00000067715 0.80673191353898 0.363215127542374
ENSG00000067836 0.0598375832648026 0.373704731084649
ENSG00000067840 0.146278007755031 0.455638581628127
ENSG00000067955 0.274615831135204 0.288839615208076
ENSG00000067992 0.866034394457514 0.180995284328462
ENSG00000068001 0.215045514189471 0.193784791979968
ENSG00000068024 0.36782943086286 0.0561199368261517
ENSG00000068028 0.698186494355605 0.334758303355469
ENSG00000068078 0.995210479730382 0.167371654472315
ENSG00000068120 0.272965285143809 0.0712345872502995
ENSG00000068137 0.339421160982302 0.964436189318427
ENSG00000068308 0.136523395851232 0.273061792582743
ENSG00000068354 0.341352428627471 0.566508913054971
ENSG00000068366 0.208110324077575 0.473396450444021
ENSG00000068383 0.86482681269843 0.532046862537808
ENSG00000068400 0.949257872873007 0.482383294261729
ENSG00000068438 0.166686568131738 0.947117712636644
ENSG00000068489 0.654264278144333 0.0806207926762144
ENSG00000068724 0.253831913323492 0.342431941313293
ENSG00000068784 0.341343147374483 0.727754105048121
ENSG00000068793 0.519684925340248 0.0680334616612545
ENSG00000068796 0.405988059821706 0.160922038068926
